entity,kg_sim_mu,et_sim_mu,degree,avg_txt_length,kg_degree,et_degree,type_kg_ratio
/m/049dyj,0.1542101949453354,0.40464937686920166,41,90.29268292682927,27,14,0.5185185185185185
/m/04cbbz,0.32816532254219055,0.3892417550086975,49,95.44897959183673,44,5,0.11363636363636363
/m/01vx2h,0.500906765460968,0.3437129259109497,160,108.16875,155,5,0.03225806451612903
/m/02b0_m,0.5355387926101685,0.573019802570343,18,113.72222222222223,15,3,0.2
/m/051zy_b,0.34292346239089966,0.3792756199836731,42,91.35714285714286,37,5,0.13513513513513514
/m/059kh,0.4141741693019867,0.43553289771080017,31,65.2258064516129,28,3,0.10714285714285714
/m/082gq,0.35517510771751404,0.5101693272590637,68,70.1029411764706,61,7,0.11475409836065574
/m/02w4v,0.4203512668609619,0.4294935464859009,46,66.52173913043478,40,6,0.15
/m/0nj0m,0.32145610451698303,0.437269926071167,11,98.45454545454545,8,3,0.375
/m/0hl3d,0.3036351203918457,0.4242980182170868,29,78.0,21,8,0.38095238095238093
/m/03cffvv,0.3938051462173462,0.40607619285583496,24,95.375,21,3,0.14285714285714285
/m/0287477,0.3160764276981354,0.4470731019973755,47,109.80851063829788,43,4,0.09302325581395349
/m/09k5jh7,0.5745775699615479,0.5,33,113.15151515151516,32,1,0.03125
/m/01336l,0.3592551052570343,0.2672992944717407,17,88.0,14,3,0.21428571428571427
/m/01qszl,0.38396552205085754,0.3774019181728363,10,91.2,6,4,0.6666666666666666
/m/0fj52s,0.33899784088134766,0.41484740376472473,16,109.4375,13,3,0.23076923076923078
/m/0p3sf,0.3146081566810608,0.41792693734169006,27,93.74074074074075,22,5,0.22727272727272727
/m/0gr4k,0.3673033118247986,0.5,150,112.92,149,1,0.006711409395973154
/m/0fk98,0.3653634488582611,0.674021303653717,6,73.66666666666667,4,2,0.5
/m/012gx2,0.26706239581108093,0.32878732681274414,34,91.5,21,13,0.6190476190476191
/m/0np9r,0.44542577862739563,0.43725457787513733,108,78.00925925925925,102,6,0.058823529411764705
/m/01_xtx,0.2879635691642761,0.3960980176925659,49,98.61224489795919,39,10,0.2564102564102564
/m/026qnh6,0.32551878690719604,0.4696274697780609,53,98.50943396226415,45,8,0.17777777777777778
/m/05_wyz,0.5034766793251038,0.5,14,127.07142857142857,13,1,0.07692307692307693
/m/0fbtbt,0.46329936385154724,0.5,58,110.03448275862068,57,1,0.017543859649122806
/m/06w33f8,0.3873613476753235,0.5988838076591492,18,97.27777777777777,16,2,0.125
/m/050023,0.33748045563697815,0.7010188102722168,27,105.92592592592592,24,3,0.125
/m/01l3mk3,0.28389376401901245,0.4492035210132599,64,94.296875,52,12,0.23076923076923078
/m/01kmd4,0.2267092764377594,0.3919353187084198,35,99.65714285714286,24,11,0.4583333333333333
/m/030155,0.24904057383537292,0.48389101028442383,40,79.975,28,12,0.42857142857142855
/m/094qd5,0.3859874904155731,0.5,88,113.26136363636364,87,1,0.011494252873563218
/m/043z0,0.28043991327285767,0.49467208981513977,12,96.75,9,3,0.3333333333333333
/m/0b_6h7,0.2872363328933716,0.5,5,122.2,5,0,0.0
/m/04syw,0.574503481388092,0.3059968948364258,25,130.24,19,6,0.3157894736842105
/m/07lp1,0.24309468269348145,0.32953503727912903,26,93.3076923076923,21,5,0.23809523809523808
/m/0d4fqn,0.39800146222114563,0.577286422252655,21,110.23809523809524,17,4,0.23529411764705882
/m/09z2b7,0.43192005157470703,0.43520471453666687,50,105.38,44,6,0.13636363636363635
/m/0l6vl,0.5260547399520874,0.3183528482913971,79,121.32911392405063,77,2,0.025974025974025976
/m/01rgn3,0.23131920397281647,0.45266762375831604,29,114.65517241379311,23,6,0.2608695652173913
/m/05b4l5x,0.38517120480537415,0.5,53,117.16981132075472,52,1,0.019230769230769232
/m/0fx3s,0.5551736950874329,0.3079255223274231,7,93.0,4,3,0.75
/m/03sbs,0.5602058172225952,0.4386497437953949,20,87.85,16,4,0.25
/m/03j24kf,0.24391968548297882,0.3213425576686859,136,96.81617647058823,102,34,0.3333333333333333
/m/0z05l,0.3191128075122833,0.5780498385429382,32,99.0,27,5,0.18518518518518517
/m/05p5nc,0.30695706605911255,0.5450263619422913,40,97.825,34,6,0.17647058823529413
/m/01k5y0,0.36066803336143494,0.47278475761413574,32,96.46875,27,5,0.18518518518518517
/m/0w7c,0.4160400331020355,0.39924702048301697,35,124.37142857142857,31,4,0.12903225806451613
/m/0d7wh,0.38801464438438416,0.5,5,68.6,5,0,0.0
/m/05489,0.43197551369667053,0.45468342304229736,13,59.38461538461539,11,2,0.18181818181818182
/m/0180mw,0.33270177245140076,0.35467782616615295,56,111.82142857142857,52,4,0.07692307692307693
/m/039b7_,0.7464532852172852,0.5764613747596741,7,63.57142857142857,4,3,0.75
/m/09zzb8,0.46879732608795166,0.3621022403240204,333,106.26726726726727,322,11,0.034161490683229816
/m/04cbtrw,0.19283169507980347,0.3861422836780548,41,79.97560975609755,26,15,0.5769230769230769
/m/0gr51,0.3935541808605194,0.38348671793937683,148,112.78378378378379,146,2,0.0136986301369863
/m/06x6s,0.4794020354747772,0.4636979103088379,12,91.83333333333333,10,2,0.2
/m/0h924,0.524307370185852,0.42544302344322205,13,74.46153846153847,8,5,0.625
/m/02y_rq5,0.43590378761291504,0.5,39,104.3076923076923,38,1,0.02631578947368421
/m/02rgz4,0.20546457171440125,0.6859948039054871,26,89.8076923076923,19,7,0.3684210526315789
/m/01718w,0.344508558511734,0.471566379070282,50,97.72,44,6,0.13636363636363635
/m/019lty,0.511981725692749,0.5,15,129.93333333333334,14,1,0.07142857142857142
/m/035yzw,0.2689136564731598,0.40775975584983826,15,92.8,12,3,0.25
/m/02rdyk7,0.39342600107192993,0.5,64,122.03125,63,1,0.015873015873015872
/m/015wd7,0.46852201223373413,0.5,8,64.25,7,1,0.14285714285714285
/m/0288crq,0.27632999420166016,0.44217243790626526,13,91.38461538461539,10,3,0.3
/m/03x3qv,0.282238632440567,0.4334055483341217,31,95.45161290322581,23,8,0.34782608695652173
/m/044ntk,0.24639862775802612,0.4365614652633667,25,73.24,15,10,0.6666666666666666
/m/05m9f9,0.28588318824768066,0.6372556090354919,23,100.65217391304348,19,4,0.21052631578947367
/m/060s9,0.4389457106590271,0.24251873791217804,13,145.6153846153846,11,2,0.18181818181818182
/m/03ksy,0.32736846804618835,0.41212600469589233,108,125.14814814814815,90,18,0.2
/m/0j5ym,0.40958482027053833,0.36366429924964905,13,89.53846153846153,10,3,0.3
/m/07fr_,0.23140734434127808,0.37425497174263,17,75.76470588235294,9,8,0.8888888888888888
/m/02hgm4,0.6656559705734253,0.5,32,98.59375,31,1,0.03225806451612903
/m/019vgs,0.26625940203666687,0.42727699875831604,42,93.23809523809524,31,11,0.3548387096774194
/m/0sxns,0.46423259377479553,0.5036582946777344,64,97.921875,56,8,0.14285714285714285
/m/0xnvg,0.47913962602615356,0.3312493562698364,52,67.61538461538461,48,4,0.08333333333333333
/m/099tbz,0.42343419790267944,0.5,67,111.02985074626865,67,0,0.0
/m/0rjg8,0.2221544086933136,0.352615624666214,9,103.44444444444444,6,3,0.5
/m/02rb84n,0.3554176986217499,0.4863405227661133,48,102.89583333333333,42,6,0.14285714285714285
/m/060m4,0.5841862559318542,0.5,8,118.5,7,1,0.14285714285714285
/m/02_286,0.22716675698757172,0.2781803607940674,297,85.73737373737374,260,37,0.1423076923076923
/m/03mh94,0.37525510787963867,0.47811150550842285,25,90.92,21,4,0.19047619047619047
/m/0142rn,0.707179605960846,0.5,3,124.66666666666667,3,0,0.0
/m/02md2d,0.3599027693271637,0.48826539516448975,34,94.1470588235294,30,4,0.13333333333333333
/m/05cx7x,0.25760185718536377,0.28506022691726685,21,109.23809523809524,18,3,0.16666666666666666
/m/059j2,0.17603661119937897,0.33497491478919983,249,123.18473895582329,218,31,0.14220183486238533
/m/02847m9,0.32812851667404175,0.5396317839622498,42,91.69047619047619,36,6,0.16666666666666666
/m/076zy_g,0.42753729224205017,0.4903552830219269,35,101.17142857142858,31,4,0.12903225806451613
/m/014lc_,0.4048253893852234,0.3971826434135437,52,101.92307692307692,45,7,0.15555555555555556
/m/06ybb1,0.34904375672340393,0.7275910377502441,42,106.07142857142857,39,3,0.07692307692307693
/m/01fsv9,0.17935031652450562,0.45413199067115784,27,103.96296296296296,20,7,0.35
/m/08304,0.26642802357673645,0.3679414689540863,27,82.48148148148148,16,11,0.6875
/m/018nnz,0.395649790763855,0.3471509516239166,29,82.55172413793103,27,2,0.07407407407407407
/m/01pv51,0.634887158870697,0.5,11,147.63636363636363,10,1,0.1
/m/0gnjh,0.35638055205345154,0.43063485622406006,27,81.11111111111111,20,7,0.35
/m/020vx9,0.2383117377758026,0.37175682187080383,28,104.67857142857143,21,7,0.3333333333333333
/m/02sch9,0.5479176640510559,0.5,7,67.85714285714286,7,0,0.0
/m/07y_7,0.5777531266212463,0.3833175599575043,108,112.5,97,11,0.1134020618556701
/m/0bx_f_t,0.3641406297683716,0.17843089997768402,11,77.0909090909091,9,2,0.2222222222222222
/m/02s2wq,0.2610956132411957,0.48287105560302734,42,82.16666666666667,33,9,0.2727272727272727
/m/07t58,0.5074647665023804,0.37525415420532227,83,128.9879518072289,73,10,0.136986301369863
/m/0gfsq9,0.37360432744026184,0.45970970392227173,40,93.775,33,7,0.21212121212121213
/m/02lcqs,0.5933383107185364,0.296433687210083,59,90.10169491525424,57,2,0.03508771929824561
/m/0f3nn,0.28925690054893494,0.4647883474826813,27,66.74074074074075,15,12,0.8
/m/06mnps,0.2124033421278,0.38662099838256836,24,93.75,18,6,0.3333333333333333
/m/05c17,0.3522081673145294,0.37605154514312744,19,79.84210526315789,10,9,0.9
/m/05b3ts,0.599938154220581,0.5,29,136.55172413793105,28,1,0.03571428571428571
/m/02c9dj,0.2517445683479309,0.46878108382225037,24,97.54166666666667,16,8,0.5
/m/03lrc,0.31802883744239807,0.29686999320983887,12,90.41666666666667,8,4,0.5
/m/0b2mc,0.41657042503356934,0.3918835520744324,15,81.33333333333333,7,8,1.1428571428571428
/m/06f32,0.21705105900764465,0.3534535765647888,142,122.29577464788733,118,24,0.2033898305084746
/m/028kk_,0.4617581069469452,0.351171612739563,16,74.375,13,3,0.23076923076923078
/m/0drtkx,0.48610731959342957,0.5,18,117.61111111111111,17,1,0.058823529411764705
/m/0fc9js,0.481456458568573,0.5,29,104.55172413793103,28,1,0.03571428571428571
/m/07yp0f,0.3739207983016968,0.43538475036621094,41,106.34146341463415,33,8,0.24242424242424243
/m/078sj4,0.34336400032043457,0.4254467785358429,61,99.54098360655738,52,9,0.17307692307692307
/m/02snj9,0.6317014098167419,0.5,56,127.51785714285714,55,1,0.01818181818181818
/m/01wk3c,0.3133101761341095,0.4234650135040283,16,110.0,13,3,0.23076923076923078
/m/04wp3s,0.263075053691864,0.4524453580379486,28,95.39285714285714,22,6,0.2727272727272727
/m/04bdqk,0.20442788302898407,0.41594403982162476,27,89.70370370370371,17,10,0.5882352941176471
/m/02pqp12,0.3938034772872925,0.5,126,122.03968253968254,125,1,0.008
/m/05zppz,0.41127809882164,0.3615952134132385,530,68.01132075471698,504,26,0.051587301587301584
/m/0gxtknx,0.3716546595096588,0.3762580156326294,51,103.62745098039215,47,4,0.0851063829787234
/m/02fhtq,0.5154826641082764,0.5,7,67.42857142857143,6,1,0.16666666666666666
/m/0c8tk,0.309823602437973,0.3776322603225708,13,78.38461538461539,9,4,0.4444444444444444
/m/04znsy,0.2905679941177368,0.41607117652893066,47,96.55319148936171,33,14,0.42424242424242425
/m/0h25,0.19574494659900665,0.34242045879364014,45,74.77777777777777,29,16,0.5517241379310345
/m/014d7f,0.9856903553009033,0.5,2,66.0,2,0,0.0
/m/0cms7f,0.27016985416412354,0.3366863429546356,24,103.66666666666667,21,3,0.14285714285714285
/m/01p3ty,0.4019101560115814,0.45598575472831726,29,82.17241379310344,25,4,0.16
/m/02x17s4,0.3714183568954468,0.5,63,119.7936507936508,62,1,0.016129032258064516
/m/0btpm6,0.3347175419330597,0.4384280741214752,140,111.84285714285714,133,7,0.05263157894736842
/m/016zwt,0.22303763031959534,0.3095962107181549,74,101.55405405405405,52,22,0.4230769230769231
/m/0jfx1,0.21776224672794342,0.3692975342273712,90,100.04444444444445,74,16,0.21621621621621623
/m/02kxbx3,0.367375910282135,0.4937836229801178,86,98.63953488372093,73,13,0.1780821917808219
/m/048n7,0.4625723659992218,0.3433774411678314,42,109.92857142857143,35,7,0.2
/m/0bx8pn,0.3346864581108093,0.4846290349960327,51,130.0392156862745,42,9,0.21428571428571427
/m/04jpg2p,0.33428943157196045,0.46127185225486755,60,105.56666666666666,55,5,0.09090909090909091
/m/015dvh,0.33135831356048584,0.3460102081298828,16,62.5,5,11,2.2
/m/02prw4h,0.31182339787483215,0.393198162317276,40,89.9,34,6,0.17647058823529413
/m/03jldb,0.23865796625614166,0.5537479519844055,43,96.69767441860465,36,7,0.19444444444444445
/m/0g_w,0.5159620642662048,0.3760529160499573,63,76.33333333333333,54,9,0.16666666666666666
/m/01qdmh,0.3874252140522003,0.6110174059867859,39,91.84615384615384,35,4,0.11428571428571428
/m/05glt,0.5434485673904419,0.7358274459838867,42,106.19047619047619,39,3,0.07692307692307693
/m/02681vq,0.5538463592529297,0.5,14,101.14285714285714,13,1,0.07692307692307693
/m/03cd0x,0.30930909514427185,0.5693699717521667,53,93.54716981132076,49,4,0.08163265306122448
/m/0n8_m93,0.5663520097732544,0.5,56,118.14285714285714,55,1,0.01818181818181818
/m/0d35y,0.12623834609985352,0.3818412721157074,25,97.8,19,6,0.3157894736842105
/m/07p__7,0.608417809009552,0.5,63,147.68253968253967,63,0,0.0
/m/01540,0.5611573457717896,0.4873485863208771,72,141.66666666666666,61,11,0.18032786885245902
/m/047csmy,0.3120255172252655,0.429788738489151,83,102.81927710843374,75,8,0.10666666666666667
/m/03nl5k,0.6870751976966858,0.5,28,94.96428571428571,27,1,0.037037037037037035
/m/0536sd,0.9327669143676758,0.5,3,55.333333333333336,2,1,0.5
/m/01t032,0.45812612771987915,0.457567423582077,37,132.0,29,8,0.27586206896551724
/m/063vn,0.31771764159202576,0.36653777956962585,33,112.6969696969697,25,8,0.32
/m/0946bb,0.3038090765476227,0.4612668454647064,41,93.5609756097561,36,5,0.1388888888888889
/m/083chw,0.27381184697151184,0.41903233528137207,63,99.88888888888889,52,11,0.21153846153846154
/m/07f1x,0.19778522849082947,0.3242824077606201,129,114.44961240310077,103,26,0.2524271844660194
/m/049lr,0.3673591911792755,0.37384647130966187,14,64.71428571428571,8,6,0.75
/m/019sc,0.4630100727081299,0.5844995379447937,31,85.0,27,4,0.14814814814814814
/m/016lh0,0.21921809017658234,0.36749908328056335,36,105.44444444444444,26,10,0.38461538461538464
/m/0cc8q3,0.49757394194602966,0.5,7,160.0,6,1,0.16666666666666666
/m/03gwpw2,0.42924943566322327,0.39882469177246094,32,107.3125,30,2,0.06666666666666667
/m/05hgj,0.5815012454986572,0.4608389139175415,16,80.25,10,6,0.6
/m/01pb34,0.5012590289115906,0.48826855421066284,108,114.93518518518519,103,5,0.04854368932038835
/m/04bjff,0.8180766105651855,0.5,8,121.75,7,1,0.14285714285714285
/m/01sxd1,0.2626517415046692,0.5278160572052002,37,85.02702702702703,28,9,0.32142857142857145
/m/05sxzwc,0.4084011912345886,0.3905954360961914,47,107.17021276595744,43,4,0.09302325581395349
/m/019tzd,0.6632718443870544,0.37068939208984375,73,118.73972602739725,63,10,0.15873015873015872
/m/04ly1,0.2458900809288025,0.36271777749061584,53,105.84905660377359,42,11,0.2619047619047619
/m/03fn34,0.8354012370109558,0.33800286054611206,10,116.8,8,2,0.25
/m/024n3z,0.306351900100708,0.37917670607566833,22,105.0,19,3,0.15789473684210525
/m/017l96,0.2378157675266266,0.24904672801494598,18,79.27777777777777,16,2,0.125
/m/0bkbm,0.3768734037876129,0.4334125220775604,26,66.65384615384616,22,4,0.18181818181818182
/m/05w3f,0.3891974687576294,0.3633115589618683,46,66.56521739130434,43,3,0.06976744186046512
/m/018vs,0.4990074038505554,0.39239180088043213,214,108.51869158878505,207,7,0.033816425120772944
/m/03hkv_r,0.3970210552215576,0.5,74,122.9054054054054,73,1,0.0136986301369863
/m/09hd6f,0.3589056730270386,0.559010922908783,23,95.73913043478261,19,4,0.21052631578947367
/m/0c_jc,0.26417550444602966,0.4015520215034485,22,90.04545454545455,14,8,0.5714285714285714
/m/042y1c,0.38419052958488464,0.40384677052497864,85,95.07058823529412,72,13,0.18055555555555555
/m/0jmdb,0.37556496262550354,0.5,7,120.85714285714286,6,1,0.16666666666666666
/m/0fhpv4,0.38728848099708557,0.3140341341495514,57,115.54385964912281,55,2,0.03636363636363636
/m/07d3z7,0.261210560798645,0.4628952145576477,28,101.25,23,5,0.21739130434782608
/m/03mstc,0.42157408595085144,0.46735596656799316,31,70.96774193548387,20,11,0.55
/m/0hwpz,0.32296231389045715,0.34955862164497375,44,91.3409090909091,38,6,0.15789473684210525
/m/053y4h,0.3207795023918152,0.3900497853755951,28,96.42857142857143,23,5,0.21739130434782608
/m/0b_7k,0.23865918815135956,0.40442556142807007,45,86.22222222222223,32,13,0.40625
/m/0symg,0.3401085138320923,0.39514684677124023,43,85.6046511627907,35,8,0.22857142857142856
/m/04969y,0.5313886404037476,0.5489514470100403,36,109.08333333333333,33,3,0.09090909090909091
/m/019fh,0.17572076618671417,0.34999361634254456,36,94.19444444444444,28,8,0.2857142857142857
/m/0f2rq,0.17028549313545227,0.3752390444278717,33,93.45454545454545,26,7,0.2692307692307692
/m/02j9z,0.36768609285354614,0.35517218708992004,103,78.79611650485437,85,18,0.21176470588235294
/m/02pbp9,0.24703867733478546,0.5427070260047913,29,74.48275862068965,18,11,0.6111111111111112
/m/02qsjt,0.2652113437652588,0.35345590114593506,53,88.0754716981132,41,12,0.2926829268292683
/m/06kx2,0.20939363539218903,0.38770708441734314,21,86.14285714285714,14,7,0.5
/m/03s6l2,0.35359975695610046,0.376099556684494,59,91.66101694915254,51,8,0.1568627450980392
/m/05gnf,0.3318776786327362,0.3577723503112793,50,97.2,43,7,0.16279069767441862
/m/0gbfn9,0.3880676031112671,0.43644222617149353,48,90.9375,43,5,0.11627906976744186
/m/06z5s,0.5509253740310669,0.5,7,68.85714285714286,6,1,0.16666666666666666
/m/0gvstc3,0.5895082950592041,0.39882469177246094,42,117.45238095238095,40,2,0.05
/m/02ddq4,0.6729502081871033,0.5,34,99.02941176470588,33,1,0.030303030303030304
/m/032xky,0.3593258559703827,0.4156264662742615,29,69.6896551724138,22,7,0.3181818181818182
/m/03rbzn,0.6829928159713745,0.4372161626815796,71,120.95774647887323,64,7,0.109375
/m/028cg00,0.37701454758644104,0.517964780330658,34,92.70588235294117,29,5,0.1724137931034483
/m/0jclr,0.2911366820335388,0.42681851983070374,11,86.27272727272727,7,4,0.5714285714285714
/m/02qgqt,0.4016352593898773,0.47760242223739624,74,109.78378378378379,64,10,0.15625
/m/0r2dp,0.23869919776916504,0.4574662148952484,18,90.77777777777777,13,5,0.38461538461538464
/m/016ks_,0.33990606665611267,0.3641376793384552,51,103.84313725490196,42,9,0.21428571428571427
/m/095zlp,0.4015708565711975,0.43383535742759705,113,110.91150442477876,103,10,0.0970873786407767
/m/02rzdcp,0.36460554599761963,0.5771493315696716,33,99.45454545454545,30,3,0.1
/m/0dvmd,0.3028438687324524,0.3849802017211914,110,102.00909090909092,90,20,0.2222222222222222
/m/0b7l4x,0.3618062138557434,0.4083726406097412,49,102.34693877551021,47,2,0.0425531914893617
/m/06p0s1,0.18243171274662018,0.5,9,83.44444444444444,8,1,0.125
/m/025t9b,0.2573779225349426,0.3993056118488312,28,93.60714285714286,23,5,0.21739130434782608
/m/031vy_,0.26590287685394287,0.44085922837257385,14,98.92857142857143,11,3,0.2727272727272727
/m/08_lx0,0.5,0.5287206768989563,4,61.75,1,3,3.0
/m/01p970,0.6692545413970947,0.43514856696128845,31,117.35483870967742,28,3,0.10714285714285714
/m/0gqz2,0.47334393858909607,0.5,100,102.66,99,1,0.010101010101010102
/m/01vrz41,0.2573215663433075,0.338236004114151,109,87.74311926605505,80,29,0.3625
/m/02ll45,0.39657753705978394,0.5575425028800964,63,102.28571428571429,59,4,0.06779661016949153
/m/02gs6r,0.38721099495887756,0.3499889373779297,26,85.73076923076923,23,3,0.13043478260869565
/m/0979n,0.5346695184707642,0.5,4,73.0,4,0,0.0
/m/0k611,0.3737840950489044,0.38348671793937683,153,113.62091503267973,151,2,0.013245033112582781
/m/024qqx,0.455323189496994,0.5,42,90.71428571428571,41,1,0.024390243902439025
/m/09l65,0.41747230291366577,0.5109755396842957,257,81.8988326848249,255,2,0.00784313725490196
/m/0226cw,0.32722705602645874,0.5225480198860168,26,113.1923076923077,21,5,0.23809523809523808
/m/020hh3,0.28968119621276855,0.45737648010253906,42,92.0,29,13,0.4482758620689655
/m/0gjv_,0.34831154346466064,0.46029552817344666,45,114.93333333333334,37,8,0.21621621621621623
/m/0863x_,0.2927893400192261,0.5990430116653442,15,102.2,12,3,0.25
/m/026k4d,0.24904648959636688,0.5,4,86.25,3,1,0.3333333333333333
/m/03j_hq,0.35276511311531067,0.3310147523880005,24,103.95833333333333,18,6,0.3333333333333333
/m/07x21,0.7355217337608337,0.5,3,91.66666666666667,3,0,0.0
/m/0xbm,0.3483807444572449,0.4451187551021576,24,115.375,19,5,0.2631578947368421
/m/026ps1,0.24099396169185638,0.4242255389690399,40,86.5,31,9,0.2903225806451613
/m/02jxbw,0.36888593435287476,0.3970192074775696,44,88.06818181818181,37,7,0.1891891891891892
/m/0dh8v4,0.48505353927612305,0.5,13,74.76923076923077,12,1,0.08333333333333333
/m/04gm78f,0.6420221328735352,0.5,9,55.55555555555556,8,1,0.125
/m/0bkq7,0.384644091129303,0.39828193187713623,35,105.25714285714285,30,5,0.16666666666666666
/m/0dz3r,0.44670534133911133,0.3161020278930664,135,82.6962962962963,128,7,0.0546875
/m/05g7gs,0.88620525598526,0.7131510972976685,8,118.375,6,2,0.3333333333333333
/m/05p553,0.2903498411178589,0.40413033962249756,254,69.81102362204724,228,26,0.11403508771929824
/m/0g768,0.32123205065727234,0.37306123971939087,61,68.50819672131148,53,8,0.1509433962264151
/m/0417z2,0.23193880915641785,0.57595294713974,30,99.63333333333334,25,5,0.2
/m/01jpyb,0.19576451182365417,0.3440083861351013,32,100.65625,24,8,0.3333333333333333
/m/027y151,0.25434157252311707,0.3396872878074646,20,92.0,18,2,0.1111111111111111
/m/03h64,0.21852582693099976,0.3019316494464874,142,114.90140845070422,120,22,0.18333333333333332
/m/03mqtr,0.32182297110557556,0.6976489424705505,41,71.04878048780488,37,4,0.10810810810810811
/m/01b66d,0.2681630849838257,0.34019994735717773,30,96.66666666666667,27,3,0.1111111111111111
/m/03h_fk5,0.24574996531009674,0.39373838901519775,95,89.34736842105264,72,23,0.3194444444444444
/m/08gg47,0.3505508005619049,0.4520486891269684,38,101.0,34,4,0.11764705882352941
/m/0x335,0.1978478580713272,0.5870146155357361,12,78.5,8,4,0.5
/m/05bp8g,0.31246358156204224,0.5585498213768005,15,110.13333333333334,12,3,0.25
/m/02lk60,0.37113937735557556,0.43992698192596436,46,88.82608695652173,37,9,0.24324324324324326
/m/03wy8t,0.35867130756378174,0.3856712877750397,31,81.6774193548387,27,4,0.14814814814814814
/m/04mky3,0.3706955313682556,0.5065523982048035,47,67.31914893617021,35,12,0.34285714285714286
/m/01ckcd,0.5653159022331238,0.5,47,101.93617021276596,46,1,0.021739130434782608
/m/01r0t_j,0.37144917249679565,0.5024368166923523,53,93.54716981132076,44,9,0.20454545454545456
/m/015czt,0.7683317065238953,0.5,5,106.6,4,1,0.25
/m/01xvlc,0.2927253246307373,0.4900270998477936,32,104.8125,23,9,0.391304347826087
/m/03qnc6q,0.3837299346923828,0.4852670729160309,77,111.92207792207792,72,5,0.06944444444444445
