entity,kg_sim_mu,kg_sim_sig,et_sim_mu,et_sim_sigma
/m/09m6kg,0.3790278678869541,0.1876620912610532,0.4643940441310406,0.1942527402151779
/m/04x4vj,0.3540543734240096,0.1461086460946737,0.3854337304830551,0.1907084664438395
/m/0cmc26r,0.3110359024056826,0.2163994024863031,0.4281344066063563,0.1981671240577274
/m/0cq806,0.3614704153355799,0.2088316241769718,0.4579141097409384,0.1501369151144468
/m/0h1v19,0.3562360656615652,0.1631030689339348,0.3791795157428299,0.1633794991359737
/m/09p3_s,0.3953075394329114,0.2128988781543668,0.4750657642171496,0.190137104143869
/m/0g9zljd,0.4179291936948343,0.2239608061245796,0.5441743910312653,0.2042822556326964
/m/097zcz,0.3896940280412749,0.1941384626250913,0.4093538987904023,0.1739815923088498
/m/09p4w8,0.3487195575963986,0.1613275842824111,0.4383985201517741,0.21786453876832
/m/04h4c9,0.3046875913366333,0.2112426324623372,0.4299996019828887,0.174672427795989
/m/07q9q2,0.8584109913735163,0.0661266761725195,0.4536074201265971,0.2090377250456251
/m/05zj6x,0.7256355536611456,0.1773153031534307,0.539481520652771,0.0
/m/0ytc,0.596588541171401,0.1833142414338961,0.4054546331365903,0.114613414673461
/m/02zn1b,0.3953577955302439,0.1540474324266348,0.3115895390510559,0.0
/m/03jl0_,0.2469887403593886,0.2243579935348977,0.4729095300038655,0.2079137799519217
/m/0f1k__,0.8651130657929641,0.0651520100844291,0.5,0.0
/m/0134s5,0.2737804152616117,0.2033460281446133,0.4123236535625024,0.1790354041882218
/m/01whvs,0.7061214432829902,0.1961806899119873,0.5094706118106842,0.1798130686923174
/m/096ysw,0.3838519581339576,0.1807179114834318,0.4022730092207591,0.1175486947858884
/m/0plw,0.2631870193599024,0.222090202861808,0.33842153496602,0.1506980098316052
/m/08z129,0.2287217971524897,0.2180186054081424,0.31274919940957,0.1402038744542252
/m/0qjd,0.2844278596208563,0.2461736134013012,0.4646354272770576,0.2074732441935142
/m/0x3n,0.2446123033545778,0.2253110085771775,0.3886727941307155,0.1543879448548754
/m/0lzp,0.7096455097198486,0.0,0.3955530097087224,0.1225092201391509
/m/01d8yn,0.286193549179919,0.2282376826312413,0.401521711884176,0.1701867096460965
/m/06_vpyq,0.3938458682431246,0.2210920893297042,0.6151396284500757,0.1824101314658511
/m/023t0q,0.2592932186643815,0.235358846487684,0.5113151594996452,0.191534165740705
/m/06z4wj,0.2101356024214226,0.2590596571996131,0.4518342584371567,0.1493931513404117
/m/013m_x,0.2161151242894474,0.2546755028929351,0.4476389537254969,0.0767666716324044
/m/0gj8nq2,0.4370099390129836,0.2217174446911663,0.24341931194067,0.1279805946407349
/m/0gq_d,0.6080895984266915,0.2113423565175748,0.5,0.0
/m/018wdw,0.4015206841563409,0.1440539167310522,0.5,0.0
/m/09xwz,0.3715351061849118,0.2683310887809312,0.4238863195659536,0.1868969251087552
/m/01t7jy,0.2689018744110529,0.2556337115032498,0.3783245265483856,0.1650845271539326
/m/02x02kb,0.2320647761703301,0.2002738773790398,0.4555327991644541,0.1975354242105402
/m/010p3,0.2449850010077258,0.2108035395833129,0.3563592908983556,0.1461350545493597
/m/04fcx7,0.215963118822553,0.2220440728032718,0.3747476795406053,0.1691374797362087
/m/0tfc,0.2862669585218692,0.2396033305668195,0.3400409224132696,0.1628841868435011
/m/01pm0_,0.1843813917754838,0.2208600759707527,0.4141414728429582,0.1950824696954048
/m/02z4b_8,0.3680856198432418,0.2333226243738242,0.3669210222796497,0.1501784052759199
/m/0fb18,0.5281883176674187,0.2244756319634996,0.3800325289368629,0.0860498179469564
/m/0vlf,0.2880451014233668,0.2393679834599242,0.3441184897925339,0.1203224027989032
/m/07_m9_,0.171597483504124,0.209730129841815,0.3395401717217938,0.1436425201744737
/m/0qdwr,0.2398136970899969,0.2543433614354518,0.3734925682346026,0.1228626305389074
/m/018gkb,0.3252938603288927,0.211580209078208,0.48336048523585,0.1347248348464806
/m/01cj6y,0.288075588099283,0.1849736000404736,0.4152178612044629,0.1578958579867632
/m/0k2q,0.6308531165122986,0.2412608832269557,0.3872025161981582,0.14750518549876
/m/0134pk,0.3631683391533225,0.2647950608190861,0.3731972315038244,0.1740540347169812
/m/0jdd,0.2514557378141353,0.2113372674246521,0.3238615421357975,0.1380400320505653
/m/0x67,0.4687784371637912,0.122607997457022,0.3965847436870847,0.1236006563949178
/m/0b6css,0.6289367593115883,0.1674428287077399,0.4326729242290769,0.1552443308175873
/m/02_2v2,0.3481213966841708,0.2216327534765529,0.4857933207281998,0.1645727011428764
/m/04q24zv,0.3581259320646349,0.2163487054450912,0.5918773214022318,0.2012254592203513
/m/01qvgl,0.2299916773354594,0.2306542959148114,0.4227289307685125,0.1673866369027711
/m/0ckt6,0.3449276032236715,0.1549968520014085,0.4293284883929623,0.1668567122487605
/m/0pd57,0.3589276741325922,0.1799111995503317,0.5383153334259987,0.2298851188550674
/m/0l9rg,0.7279445032278696,0.1726677585035981,0.5145815670490265,0.134704435784144
/m/0kft,0.3364199339061122,0.2702362885110288,0.4566362928599119,0.1716737406816345
/m/0dt1cm,0.2199545468296633,0.2095557320928883,0.3503708667729212,0.1545213534762615
/m/02tq2r,0.2985848416737689,0.2149832050707175,0.4311819035145972,0.1885511220200989
/m/01364q,0.2760630255206773,0.2471569834715646,0.4266129514092908,0.168083195357014
/m/03xpf_7,0.2699104784936487,0.2366132678072504,0.454670162634416,0.1670872397944128
/m/026bt_h,0.6878481116891298,0.2079166760500532,0.5556057840585709,0.1994153591685609
/m/03x1s8,0.1816970851676374,0.255165884685808,0.6506847441196442,0.2726626775320452
/m/0gyh,0.283780220199329,0.2506929155287374,0.3302070968029763,0.134244858565971
/m/0jgg3,0.341403409272258,0.2771289171475596,0.463696291404111,0.1396608416161936
/m/09prnq,0.361392880627334,0.1893876175353293,0.5455694754918416,0.1472455995678828
/m/0135g,0.2110356350539958,0.2349632583944774,0.434474688106113,0.1349279534757471
/m/015grj,0.3150258575431494,0.2087454797326519,0.4484799266640656,0.1572531643474988
/m/02zft0,0.3802338461335037,0.225680826557987,0.4916306704282761,0.145549867748325
/m/03_2td,0.206831265159596,0.2032131075759301,0.4101317872603734,0.2201398901444774
/m/02t1wn,0.2414796702796593,0.2304083692765383,0.346212845047315,0.1624164286730706
/m/0745k7,0.2473912946474941,0.2253189476723044,0.4848655879497528,0.2769620420770397
/m/01ycck,0.2801430671838751,0.2424042822826688,0.4729271641908548,0.1781868559699737
/m/02jxkw,0.2397171062540734,0.1806404378382634,0.5822004761014666,0.1152510797681974
/m/0gdh5,0.2381505097672872,0.2417873422869109,0.3723842414666808,0.1568823977346131
/m/08qs09,0.2090911364054806,0.2279315197210855,0.5081998422032311,0.2031425267954035
/m/0dq16,0.2565285568558661,0.2465393998189708,0.3889557319382826,0.1603953494894678
/m/0rw2x,0.1935987327753817,0.2632664650819832,0.4159538741364623,0.1231893758866685
/m/0mpdw,0.3445018042056333,0.2466121802659382,0.5180949171384176,0.143656298914112
/m/013cr,0.2034260034173106,0.2076976232817123,0.4186740335665251,0.1559720652395227
/m/0b_dy,0.3728410693318324,0.1797486778732166,0.4861819584938613,0.1877898331347544
/m/01p9hgt,0.362353814018085,0.1965728476558841,0.497433450900846,0.1396529232338247
/m/0g5879y,0.3419729981943148,0.1963584183526465,0.354086567958196,0.0199182893263214
/m/0djd3,0.203141134836583,0.2205134004919787,0.3505954544704694,0.1237114540415473
/m/01kckd,0.6732117980718613,0.1492562984218358,0.5,0.0
/m/0fxky3,0.2500185861412368,0.218638260803431,0.5041418721278509,0.1734807401160301
/m/0bq4j6,0.2814307798755288,0.2621571419565727,0.4833797771388139,0.2209419568532314
/m/09pl3f,0.2524757729230547,0.2091589374870891,0.5162320236365,0.1747404508702141
/m/09j028,0.583777389972901,0.1770628209400736,0.2903042683998744,0.1843061420551177
/m/02bn75,0.2047499955226695,0.2257913094009836,0.5318920289476713,0.1560380950426453
/m/049mql,0.3189607080603722,0.1783937565296627,0.395640817284584,0.0865501486176565
/m/0csdzz,0.2535724310079705,0.1994301062720627,0.575897604227066,0.1567498876581565
/m/014nvr,0.2002714184758926,0.233321572891451,0.3441797420382499,0.0911974803750709
/m/013gz,0.2022435547445308,0.2851697890410133,0.4341248095035553,0.1042311027948626
/m/0p7pw,0.3539548024583079,0.1893768365151838,0.4363603062395538,0.1874106047731897
/m/030znt,0.3793696037386947,0.1892571043919308,0.4998756477402316,0.1555841022908339
/m/0h3y,0.23627427128604,0.2192370619501848,0.3314859706217483,0.1296334003728086
/m/02rzmzk,0.2864080162511931,0.2322702898245502,0.3872696657975514,0.1156579357085
/m/01f39b,0.3880430170533354,0.1709535430638015,0.3732337107261022,0.1532648829517429
/m/0j5q3,0.1854127142980347,0.2465366939616306,0.3696907190507964,0.1409479130970747
/m/04kr63w,0.3455582102830546,0.2265961761173656,0.3649742235740026,0.1345425483325951
/m/0bj25,0.3609839282373849,0.1833858710991321,0.3842705317827709,0.1685256314009234
/m/04cv9m,0.3495513127360164,0.163033876031945,0.5373037358125051,0.1656511033301849
/m/0b4lkx,0.3839543693693165,0.1936618873553464,0.3682627436660585,0.1822356265268273
/m/05f7s1,0.3311364422130975,0.2242453602553486,0.4998548418283463,0.1599943228997664
/m/0drr3,0.3346819981226539,0.264837240230485,0.4926428020000458,0.123973530581845
/m/02bkdn,0.4245739056028917,0.1623456286527421,0.4627131761776076,0.1643293188031684
/m/027r9t,0.3613968414213909,0.1837583921545599,0.426432912548383,0.1512997036037922
/m/09r1j5,0.5461744613455872,0.1758798923153743,0.4312423268953959,0.1491009791342477
/m/0zlt9,0.3614473885771903,0.3383737143236631,0.3649662041829692,0.1146950532957194
/m/06ppc4,0.7526090896743185,0.1735407832932967,0.6509838948647181,0.1810746861808651
/m/0640y35,0.3424706625612194,0.1683676337317133,0.4867949237426122,0.2343885517828224
/m/0c01c,0.2207769657925739,0.1900780946892087,0.37063830493785,0.1484611679898058
/m/02bwjv,0.192591011064323,0.2105064488411632,0.4360561652315987,0.1670357992754193
/m/01pw2f1,0.2143432308047747,0.2444031583793003,0.3522970898334797,0.1501183310640642
/m/01cwkq,0.2100481265445196,0.2124387160829134,0.441815873669399,0.1648400204072384
/m/03m8lq,0.2502100887525902,0.2164085576284373,0.4111545983797464,0.1597984171075982
/m/03z509,0.2670795500473681,0.2406176377819749,0.4000533680535025,0.1852631231276077
/m/0cpz4k,0.4656268080360333,0.1745778191517625,0.3820334027210871,0.0891773647683165
/m/03lb_v,0.3506058673785232,0.2179957282424855,0.4469716002543767,0.1158244857617769
/m/06182p,0.3271283790655958,0.2746799991617926,0.4476720861026219,0.1341407218259743
/m/058vy5,0.5340379756508451,0.1801764940241025,0.5,0.0
/m/0gsg7,0.3311994291034346,0.2290225757365849,0.4021984746495446,0.1579721243570255
/m/0kbq,0.2360680996144021,0.1999902829459116,0.4136658589434779,0.1337064509028085
/m/0170z3,0.3216969365946265,0.180706074916227,0.4568699151277542,0.1376107140569105
/m/015mlw,0.3858183585903852,0.2384352920401109,0.3664743055899938,0.1861868416710387
/m/0h8d,0.2141215413160709,0.2567927735238714,0.3192092213852733,0.1232657584024665
/m/0kw4j,0.2445191689670408,0.210628886173131,0.4684272356557123,0.170424335456336
/m/09n5t_,0.4646516598650974,0.1136974201155082,0.5255486071109772,0.1416636873682515
/m/0nmj,0.2738817264325917,0.2508443510629125,0.4044288761085934,0.1553948440609566
/m/0gdm1,0.2603257979025086,0.2070881287063896,0.4308549426496029,0.154265767134835
/m/045n3p,0.2285857123148801,0.1971499588523594,0.404830443362395,0.2141043624827392
/m/0c7zf,0.2445896748298158,0.3334934686996946,0.3946239163892137,0.15893808891585
/m/01k6nm,0.2801845864335505,0.2146292559165006,0.5345446992488134,0.1579124659684694
/m/0k3p,0.2053400986883228,0.2442085725052515,0.2828867862513963,0.1244694887942268
/m/0b25vg,0.2684365727555,0.2150651585343652,0.4202702437128339,0.1400214551697286
/m/06jw0s,0.3365799501875429,0.2512426711407969,0.5835726658503214,0.1236303952156536
/m/045r_9,0.2961564303750837,0.1980003085968023,0.4075576762358348,0.0711467099596591
/m/05bxwh,0.2246740830868853,0.2390024273071428,0.4679443480239974,0.1493399986307917
/m/0g_wn2,0.259016187134279,0.2453039689619234,0.3659203831445087,0.149970858252027
/m/0hkt6,0.1811633651991459,0.2724321074684184,0.3436016278134452,0.1237752948701652
/m/0sngf,0.2883239085708434,0.2491047564009927,0.3969141585486276,0.0926248212008517
/m/0p2n,0.7850602806269468,0.07539336904168,0.3904281189044317,0.1678613733455871
/m/0yyh,0.3273197205393313,0.2711573880953221,0.3589258521290806,0.1604659069770243
/m/09gb9xh,0.3903011565247164,0.2041541515697162,0.5373805562655131,0.1564470465505922
/m/04rsd2,0.3442592357714459,0.2137634624409543,0.4881498297055562,0.2313520713527063
/m/0f8pz,0.2482884911533237,0.2470911238416435,0.4351005303401213,0.1706352479192876
/m/02zrv7,0.2543556548266982,0.2103770542235118,0.3953546997785908,0.1622833822433423
/m/03qmx_f,0.3171270802471752,0.2329137936841891,0.3992082238197326,0.1292024054518905
/m/03k48_,0.2108276260612089,0.2304941003710426,0.3708118701264972,0.1688900638160674
/m/07ymr5,0.2478197948260399,0.2024295306587,0.4084002055666026,0.1486356905287439
/m/0h1p,0.3505112944579947,0.2364993110389482,0.4576744823665409,0.1670299996536494
/m/0bt7ws,0.3761903702938882,0.2149286306927805,0.4774992551122393,0.1528992225195985
/m/09tcg4,0.3440082330224155,0.2072288963717875,0.3763222326834997,0.1716720842011895
/m/01x1fq,0.2180152546400356,0.215686312386625,0.4481629567486899,0.1585055498938423
/m/0dy68h,0.8298837729528838,0.0763438372502174,0.5,0.0
/m/0n3g,0.2717706555658052,0.2304729210335218,0.3468822258214156,0.1368648859447125
/m/06br6t,0.464457347716741,0.1915362098153437,0.3825722485780716,0.1623539062885093
/m/0vhm,0.2939392351150319,0.1858977521606267,0.3645883699258168,0.1080273085698348
/m/030155,0.2747092361248139,0.2397037473462634,0.4792893592268228,0.1430414896516249
/m/01j5ts,0.3085749726655232,0.1921092381741363,0.3788713821045616,0.16485899945755
/m/03ldxq,0.3302888395025105,0.2353179275321362,0.4976517220338186,0.1288569287530632
/m/0633p0,0.2512342972377447,0.2051800130287106,0.4144276731780597,0.1621875083132134
/m/01pcq3,0.3264666095896437,0.204997723631007,0.4126744676913534,0.1750668277345761
/m/0fvwg,0.2358626335149672,0.2473354025854258,0.3434855588353597,0.1427029814667142
/m/0dn8b,0.3499010944584377,0.2528649482903768,0.4182601627849397,0.1557364295483401
/m/01dbk6,0.3478629935345838,0.2544517710230823,0.4634241966100839,0.1760952825862958
/m/019l3m,0.2989256777800619,0.3086765867712418,0.4455748282563992,0.1538069051824656
/m/028knk,0.3599050800771218,0.203374906681142,0.3756907070676485,0.1735719652254977
/m/0bh8drv,0.3241319824737246,0.1852459472608306,0.4425502061843872,0.2036305293437556
/m/0jfx,0.3888503809769948,0.419264943092081,0.4017943827544941,0.1324976184832517
/m/0gnkb,0.3647892120643043,0.1956758126100682,0.4917762329181035,0.1724570590828246
/m/014y6,0.2083328660810366,0.1999882851708062,0.3581631779670715,0.1359897922201643
/m/01ttg5,0.1685104854126368,0.2043819435690427,0.4096446767972226,0.1657384932645012
/m/0301bq,0.2715729338102998,0.2379718202715004,0.4637239991376797,0.1653562935365821
/m/02hfp_,0.2750949393850521,0.2397476113274992,0.4772315387214933,0.1544164286846969
/m/01pbwwl,0.23867175650231,0.2325883961051266,0.452677203062313,0.1529440307122528
/m/031y07,0.2247565831372733,0.2026961254637849,0.4229210928082466,0.1550736702258569
/m/0b_fw,0.2162128722103389,0.2319262951556054,0.4532201442064023,0.1474506597147352
/m/0bsj9,0.3632021152501231,0.1874111563976999,0.4816038538109172,0.18879684651947
/m/04jkpgv,0.3380334707034206,0.2142195150113214,0.505929034948349,0.1847995949156611
/m/03gn1x,0.2089073592473546,0.2176363095703066,0.4718670517206192,0.1644979380487511
/m/0zm1,0.3407787571560859,0.3066467332194795,0.3353880523054888,0.1360188247709394
/m/040696,0.2940384293103956,0.2188357992223314,0.4374768072908575,0.1450532532911042
/m/03t0k1,0.3339593378771142,0.2327923272543521,0.4144039871409917,0.1865760854158451
/m/0285xqh,0.270636436683861,0.2314464071227893,0.5317773939006858,0.1937470895607016
/m/0nzm,0.3164740290492773,0.2154426545011004,0.3890840133859051,0.1125342558041805
/m/053_7s,0.5170746488230569,0.1666323998861082,0.5,0.0
/m/0k60,0.2749982485783225,0.2384047723685138,0.4394449620019822,0.1725883859938811
/m/072r5v,0.3357421677276015,0.1866508467336567,0.5999753624200821,0.2153169884385144
/m/0lm0n,0.5638158456845717,0.1495726206122537,0.3690403526027997,0.1365370272408771
/m/02r9p0c,0.3603440228265566,0.2109719062867343,0.4323790073394775,0.0
/m/0c663,0.5529551554809917,0.2342538483357214,0.4626908774177233,0.1813483988089448
/m/0jzc,0.319457866998483,0.2283255573507949,0.3309518893559773,0.0857914485344848
/m/0p0fc,0.3685306165203014,0.2717292091777766,0.4305711654680116,0.1737528542713351
/m/0q_xk,0.1997484157758005,0.2189545399211598,0.3217851874374208,0.1172431784080455
/m/041sbd,0.380292182627388,0.3152759688365478,0.4706454049973261,0.1590189297331773
/m/012vd6,0.2554436744270619,0.1996628330397996,0.3704579610909734,0.1578897706798657
/m/0jgd,0.2199304206004654,0.2101759534189463,0.304205544569367,0.1526442471954564
/m/0gz_,0.4005579068020302,0.2376741614292466,0.4080412065344197,0.1413704686032157
/m/0jnr3,0.5521282000124063,0.3483083801516343,0.7634816368420919,0.1448100435568631
/m/0x0d,0.4845113814053373,0.2315732601024384,0.414923170208931,0.1385498541590867
/m/0vmt,0.2907733023553238,0.2280927715046834,0.3325498954983087,0.1426022269533801
/m/01wd3l,0.2044714048524335,0.2545168565545643,0.4928528099924653,0.1652268877753919
/m/0flsf,0.3423095349301553,0.2969867461301659,0.4258746467530727,0.1532811626887272
/m/01b7lc,0.2157936454896886,0.2402788246239064,0.4387761723427545,0.1511902409076103
/m/0tyq,0.5049484893679619,0.3274376601229001,0.3917654235329892,0.1174481575901762
/m/0klw,0.1741090994615877,0.2266904452815014,0.3980433102588207,0.132677603060834
/m/0yfp,0.2097472024493927,0.2175575302462202,0.4639884169925661,0.1369235801019087
/m/0j3v,0.3718229780495292,0.242313576845168,0.395308571939285,0.1566681152150931
/m/01xwqn,0.2662705307467453,0.2615218519449853,0.4591175605853398,0.1646950165033407
/m/034f0d,0.3074671713024394,0.2253462244031982,0.3723053594430288,0.1370646269815008
/m/0j11,0.2520128268994455,0.2778875904789694,0.3356410233037812,0.1341452786948706
/m/049n3s,0.6904816883174997,0.2086604030532637,0.2757790386676788,0.0
/m/0n2vl,0.3997818639501929,0.2920641106414452,0.5425168097019195,0.1154815373943515
/m/01p4vl,0.2421692820986309,0.1986055462016872,0.3434608439668948,0.1449618594501019
/m/0fcsd,0.3125284601279773,0.2117200059286507,0.4333197715736571,0.1959679418244788
/m/0d1qn,0.218978393916125,0.2535701867755627,0.4098478613946682,0.1640260027934121
/m/051pnv,0.2265612911484721,0.2968437395840751,0.416720283528169,0.1585767696418848
/m/0cv_2,0.2371245827041811,0.2070730499963703,0.3737560572102666,0.1665553450356194
/m/01qcx_,0.2661867694621524,0.2462789614314132,0.4271943112214406,0.1674590722665932
/m/0xwj,0.2339912023354362,0.2423807558400794,0.3759646033956891,0.1602657185390495
/m/01scmq,0.4169910634971327,0.2596530140334949,0.4374242772658666,0.1971868881656713
/m/03qy3l,0.3805377688752368,0.1764322359195268,0.3184859752655029,0.0
/m/019k6n,0.1979827292055524,0.2402388224153009,0.3596697822213173,0.0954466532627637
/m/0j86l,0.5173098508057938,0.3329636386805933,0.4546283006668091,0.2065221224965002
/m/013yq,0.1742018056597097,0.1935403922518863,0.2888523400190719,0.1300742839327817
/m/0qmfz,0.4031059626818051,0.2103961998049958,0.4719416967460087,0.177448395285104
/m/0qlrh,0.2563111243407345,0.2846080885380396,0.3374333551360501,0.1289317470927284
/m/0j3b,0.3236563293599678,0.2044002785503627,0.330601976149612,0.1042948528590332
/m/0lb5x,0.6920581374849591,0.178503542918381,0.4743122579086394,0.1757625196537026
/m/0ll3,0.3736920888082732,0.2451097762043225,0.4597991406917572,0.1206152047651947
/m/0mpbj,0.3491272877531442,0.2375282830528087,0.3815801441669464,0.0634905392580529
/m/0ngg,0.2663990059550237,0.263438189174724,0.3418615984858251,0.1447604299119402
/m/0vzm,0.1510075746094381,0.1861858735045483,0.3363971656423876,0.1411655321502882
/m/0cnk2q,0.5789492068035662,0.1436361141897285,0.526004629333814,0.1830382446779053
/m/0bbz66j,0.4942182440133322,0.1857514564201374,0.5,0.0
/m/0h7x,0.177680562599865,0.2127653762855867,0.3310248353064824,0.1308065266206597
/m/0btyl,0.253789487980927,0.2503034365165625,0.3910975428564208,0.1647015426809319
/m/0hv0d,0.5296964248021444,0.2299613998093252,0.4748307630419731,0.2089693544608223
/m/0m93,0.2872078282314617,0.2127315413878009,0.4100481924685565,0.1395974980419775
/m/09hzc,0.2508444925549806,0.2932845227487125,0.4226173311471939,0.1672772273022741
/m/01vv6xv,0.2498905536837538,0.2126790782133921,0.3410197931986589,0.157793936767517
/m/017b2p,0.2701390229071232,0.2334834056326201,0.4485509517517956,0.1520472989770251
/m/0jhd,0.2496748354929865,0.2296946059035462,0.3412295785999437,0.1406976835680375
/m/02r0csl,0.3665880029024485,0.0975173712535999,0.5,0.0
/m/08nvyr,0.3584183780059333,0.1982248850895033,0.4954887272583114,0.1912938342367157
/m/01wwvc5,0.3130290789792618,0.2190476078060581,0.4879952510307123,0.1716437462685056
/m/01j95,0.326801320187998,0.2554684552594171,0.3986200512874694,0.1436607587166579
/m/05jyb2,0.3617866132261919,0.1879269423245101,0.3873813847700755,0.0344868620761362
/m/01fb6d,0.3405884338243791,0.2968185577621547,0.3491081818938255,0.1445797876604643
/m/0m38x,0.2440775550901889,0.3137177741822721,0.4701505053901311,0.2333340507091571
/m/02lnhv,0.2095819058341669,0.1986523337268474,0.3972517467207379,0.1693236008507233
/m/01d6g,0.5052734658687834,0.2400579776707959,0.4878718644380569,0.1636839163803427
/m/094jv,0.2018134216888123,0.2024224632065537,0.3446296814118015,0.1354580435654858
/m/015g28,0.2624101434940594,0.1808654210894926,0.4085443273186683,0.2053096979044798
/m/09c17,0.2557818169953718,0.2360382774628208,0.421106244623661,0.1419103552473498
/m/0fn2g,0.251717588580158,0.3229587701690336,0.395420752394767,0.1415679612587329
/m/01yx7f,0.2514340528893527,0.2254282485927733,0.3773242429350362,0.1563874502475366
/m/0bkg87,0.2459053674507664,0.2248940169127799,0.4787596040301852,0.1999015377606004
/m/019cr,0.4622396165442759,0.2488570748208029,0.4016083226435714,0.1643291934528398
/m/0162v,0.1504935192298748,0.1958232840312628,0.3454518585709425,0.1413771884056442
/m/01xcr4,0.2352294031494207,0.2132951623503181,0.3606920357583565,0.158276804078032
/m/0123_x,0.4956504809335361,0.2821272844611551,0.3923533513314194,0.1772187354741524
/m/01f62,0.2052128244901356,0.254833846648127,0.3157038910559525,0.188718999537846
/m/01pcj4,0.2514403707073439,0.2253391062018512,0.41524084849017,0.1612028076951266
/m/0cp0790,0.3327010948025884,0.193775383125713,0.4221272081136703,0.1609304798386545
/m/01zjn0,0.9395871162414552,0.0,0.7188796401023865,0.0
/m/01v80y,0.2622812426562204,0.2324003905542871,0.4849401053928193,0.171455229078091
/m/01c9d,0.3535447013882447,0.2100437615176549,0.4114803282750977,0.1410936809263782
/m/01vfqh,0.3226668300640096,0.1678429197450877,0.41537211338679,0.1681266844769277
/m/02_33l,0.1317646903488825,0.2024362636370031,0.5250415049848103,0.1342149976405643
/m/0nr2v,0.59886735636327,0.1956865765952871,0.6354511479536692,0.1284199205747774
/m/01vc5m,0.248073977551426,0.2238244623501512,0.4572337299585342,0.1575686090989523
/m/01hp5,0.3194848406898717,0.1743016271492778,0.4306181685792075,0.1562274159112256
/m/02fqrf,0.3070161215431969,0.1941273268293816,0.4775552968184153,0.1458964500310692
/m/0fvvz,0.1794029495077736,0.2254070302521409,0.349937156694276,0.1504721430362483
/m/01fq7,0.2387972110921206,0.2799819173998071,0.5367637872695923,0.135575911474405
/m/0bh8tgs,0.3501559764822255,0.2322994893239787,0.5502164562543234,0.2959269397323343
