entity,avg_ttr,triple_train_coherence_mean,triple_train_coherence_std,triple_self_coherence_mean,triple_self_coherence_std,type_self_coherence_mean,type_self_coherence_std,direct_neighbors,type_triple_ratio,avg_triple_length,avg_type_length
"Abe Burrows Dramatist, playwright",0.818739273240708,0.16526052998885843,0.1461577469100042,0.21013560242142268,0.2590596571996131,0.4518342584371567,0.14939315134041176,41,0.3225806451612903,98.3225806451613,26.5
"Abilene city in Texas, USA",0.8877046929678509,0.2302790213939979,0.14898511693760272,0.21611512428944746,0.2546755028929351,0.44763895372549695,0.0767666716324044,23,0.21052631578947367,104.78947368421052,53.0
Abraham Lincoln: Vampire Hunter 2012 film by Timur Bekmambetov,0.6826501380646028,0.15491727994185567,0.18641754112542966,0.43700993901298363,0.22171744469116633,0.24341931194067,0.12798059464073494,100,0.041666666666666664,110.97916666666667,27.0
Academy Award for Best Animated Short Film None,0.6972879464407751,0.004877839677558258,0.02986371936388185,0.6080895984266915,0.21134235651757483,0.5,0.0,165,0.006097560975609756,96.92682926829268,37.0
Academy Award for Best Sound Editing None,0.7456416544906903,0.0,0.0,0.40152068415634096,0.14405391673105225,0.5,0.0,278,0.0,111.80935251798562,0.0
Academy of Motion Picture Arts and Sciences professional honorary organization,0.8293239071873743,0.22714461343684297,0.17185067399017231,0.37153510618491187,0.2683310887809312,0.42388631956595363,0.1868969251087552,89,0.15584415584415584,113.62337662337663,32.166666666666664
Acclaim Entertainment defunct game developer and publisher,0.8784474865615217,0.1488632231776137,0.15290948100847712,0.2689018744110529,0.25563371150324987,0.3783245265483856,0.16508452715393265,18,1.25,126.0,30.4
Achala Sachdev Indian actress,0.8929784370041723,0.15984273268483007,0.14060970781758572,0.23206477617033017,0.20027387737903987,0.45553279916445416,0.19753542421054024,16,0.23076923076923078,100.46153846153847,28.666666666666668
"Adam Carolla American radio personality, television host, comedian, and actor",0.896496137510617,0.19321703793981146,0.14926961815302708,0.24498500100772588,0.2108035395833129,0.35635929089835566,0.1461350545493597,59,0.84375,114.5,30.037037037037038
"Adam McKay American actor, comedian and director",0.8369977122994227,0.16845057701933208,0.14759020788469215,0.215963118822553,0.22204407280327187,0.3747476795406053,0.16913747973620874,80,0.3793103448275862,102.63793103448276,29.363636363636363
Adam Smith Scottish moral philosopher and political economist,0.9050928137173161,0.1380925286563676,0.1152025227017067,0.28626695852186923,0.23960333056681954,0.34004092241326966,0.16288418684350114,70,0.2962962962962963,111.70370370370371,32.125
Adam West American actor,0.8574535820715786,0.15991169148834333,0.1606256790528171,0.18438139177548388,0.22086007597075272,0.4141414728429582,0.19508246969540483,31,0.47619047619047616,120.57142857142857,28.9
Adele British singer-songwriter,0.758306424616897,0.18165031924538255,0.14420469798645613,0.36808561984324184,0.23332262437382426,0.36692102227964973,0.15017840527591994,150,0.21951219512195122,103.84552845528455,30.703703703703702
Adirondack Mountains mountain range,0.848031598031598,0.12308746992123568,0.11876035681945221,0.5281883176674187,0.22447563196349965,0.38003252893686296,0.08604981794695643,27,0.22727272727272727,82.31818181818181,31.2
Adobe Systems American multinational computer software company,0.8846959623146413,0.14222389093896348,0.11805655499905399,0.28804510142336687,0.23936798345992422,0.34411848979253395,0.12032240279890327,51,0.5454545454545454,129.9090909090909,36.22222222222222
"Adolf Hitler Führer and Reich Chancellor of Germany, Leader of the Nazi Party",0.8857186488606387,0.08601855625292469,0.1093461025611591,0.17159748350412402,0.20973012984181505,0.33954017172179385,0.14364252017447376,95,0.6666666666666666,121.28070175438596,29.86842105263158
Adolph Zukor American businessman,0.8184662732791075,0.177476130059981,0.14614194806965566,0.23981369708999697,0.2543433614354518,0.3734925682346026,0.12286263053890749,33,0.43478260869565216,128.43478260869566,29.2
Adrian Belew American rock musician,0.8832140068161399,0.20769098618169904,0.15534740748623477,0.3252938603288927,0.21158020907820804,0.48336048523585,0.13472483484648065,71,0.16393442622950818,107.72131147540983,27.0
Adrien Brody American actor,0.7729498177003108,0.19620103882379172,0.14345431782848497,0.288075588099283,0.18497360004047364,0.4152178612044629,0.15789585798676328,92,0.22666666666666666,111.93333333333334,31.11764705882353
Aegean Sea part of the Mediterranean Sea,0.9375,0.30371908222635585,0.20784515533264794,0.6308531165122986,0.24126088322695577,0.38720251619815826,0.14750518549876,8,1.6666666666666667,89.33333333333333,32.2
Aerosmith American rock band,0.7582634895642189,0.18949364771864324,0.15976023504246814,0.3631683391533225,0.26479506081908616,0.3731972315038244,0.17405403471698128,99,0.1927710843373494,109.48192771084338,30.1875
Afghanistan republic in South Asia,0.8619344336432154,0.12501052614748281,0.1249815589100304,0.2514557378141353,0.2113372674246521,0.32386154213579754,0.13804003205056536,114,0.37349397590361444,122.6867469879518,33.064516129032256
African Americans racial or ethnic group in the United States with African ancestry,0.9388777295592893,0.10424111797066342,0.12829641444066864,0.4687784371637912,0.12260799745702208,0.39658474368708474,0.12360065639491782,539,0.04054054054054054,72.46138996138995,29.571428571428573
African Development Bank multilateral development finance institution,0.6984992356219949,0.23130640578150335,0.15904817315800837,0.6289367593115883,0.16744282870773994,0.43267292422907694,0.15524433081758734,119,0.0625,129.83928571428572,31.571428571428573
Agnes Nixon American screenwriter,0.6926590012963124,0.26603075306094626,0.14841988257431996,0.3481213966841708,0.22163275347655298,0.4857933207281998,0.16457270114287645,101,0.08602150537634409,108.26881720430107,29.0
Agora 2009 film by Alejandro Amenábar,0.6883408190220273,0.30794848333806096,0.16832873152126104,0.35812593206463494,0.21634870544509122,0.5918773214022318,0.20122545922035137,48,0.09090909090909091,94.63636363636364,29.0
Aimee Mann American indie rock singer-songwriter (born 1960),0.839066263079421,0.17556392135861498,0.13929489438172338,0.22999167733545942,0.23065429591481143,0.42272893076851253,0.16738663690277117,74,0.39622641509433965,106.39622641509433,29.285714285714285
Airplane! 1980 American satirical comedy film,0.7789970674705649,0.17865193304880322,0.16373174418027056,0.3449276032236715,0.1549968520014085,0.42932848839296234,0.16685671224876059,58,0.1836734693877551,93.44897959183673,28.22222222222222
Airport 1970 US catastroph film,0.7357641871804719,0.22691299674458182,0.16959686712819388,0.35892767413259224,0.17991119955033177,0.5383153334259987,0.22988511885506743,80,0.06666666666666667,107.6,31.0
Aisne French department,0.9232534039256729,0.2992236842711767,0.13504616981739612,0.7279445032278696,0.17266775850359814,0.5145815670490265,0.13470443578414407,14,0.5555555555555556,102.88888888888889,43.4
Akira Kurosawa Japanese film maker,0.781425984295987,0.20793568122611428,0.16521118431691814,0.33641993390611225,0.2702362885110288,0.4566362928599119,0.17167374068163452,60,0.36363636363636365,102.81818181818181,29.875
Akon American R&B and hip hop artist of Senegalese origin,0.8492428782737245,0.15536849773401887,0.13201294875539674,0.21995454682966337,0.20955573209288833,0.3503708667729212,0.15452135347626156,80,0.42857142857142855,101.71428571428571,32.458333333333336
Akshay Kumar Indian film actor and producer,0.8315270542949114,0.20915416631526287,0.1546947826620338,0.2985848416737689,0.21498320507071753,0.4311819035145972,0.18855112202009897,28,0.47368421052631576,94.78947368421052,28.444444444444443
Al Green American singer,0.7955489880403214,0.17670223043957617,0.1391414109163316,0.2760630255206773,0.2471569834715646,0.42661295140929084,0.16808319535701402,67,0.34,107.76,29.58823529411765
Al Jean American writer and producer,0.7667448248410921,0.23121663747411786,0.14994771258588513,0.26991047849364874,0.23661326780725042,0.45467016263441606,0.16708723979441284,53,0.2619047619047619,117.26190476190476,31.545454545454547
Alabama Crimson Tide football None,0.6781880774656391,0.20196909167707952,0.14712354346397166,0.6878481116891298,0.20791667605005323,0.5556057840585709,0.19941535916856093,89,0.047058823529411764,132.85882352941175,33.25
Alabama State University university,0.861682131651172,0.17239310088403084,0.20237825152095493,0.1816970851676374,0.25516588468580803,0.6506847441196442,0.2726626775320452,21,0.23529411764705882,109.88235294117646,36.5
Alabama state of the United States of America,0.8581569438668449,0.11569333477226708,0.11549843051486791,0.283780220199329,0.2506929155287374,0.3302070968029763,0.13424485856597104,171,0.1554054054054054,121.96621621621621,38.95652173913044
Alachua County county in the U.S. state of Florida,0.8680485161907441,0.23320627417170295,0.13956007218324862,0.34140340927225804,0.2771289171475596,0.46369629140411106,0.1396608416161936,27,0.42105263157894735,130.26315789473685,39.625
Alain Johannes American musician,0.8605243471197419,0.2878806821453959,0.15801552002779834,0.36139288062733405,0.18938761753532932,0.5455694754918416,0.14724559956788283,72,0.09090909090909091,93.39393939393939,28.666666666666668
"Alameda city in Alameda County, California, United States",0.8478772445661719,0.18605269698444038,0.12064157481408107,0.21103563505399586,0.2349632583944774,0.434474688106113,0.13492795347574713,49,0.2564102564102564,106.0,44.2
"Alan Arkin American actor, director, musician and singer",0.7429080224884617,0.22262008580244486,0.13691497010092218,0.3150258575431494,0.2087454797326519,0.44847992666406566,0.15725316434749886,163,0.12413793103448276,110.24137931034483,27.555555555555557
Alan Bergman American lyricist,0.7253919872636211,0.237850226646535,0.14977385415397118,0.3802338461335037,0.22568082655798705,0.4916306704282761,0.145549867748325,91,0.12345679012345678,116.12345679012346,26.9
Alan Dale actor,0.7884120878548123,0.19793809182346406,0.17859626233321488,0.20683126515959604,0.20321310757593017,0.4101317872603734,0.2201398901444774,30,0.15384615384615385,110.34615384615384,25.0
"Alan Hale actor, film director",0.8878019039783746,0.20005919409661807,0.18626196169380285,0.24147967027965933,0.23040836927653835,0.346212845047315,0.16241642867307068,17,0.5454545454545454,111.18181818181819,33.333333333333336
Alan Oppenheimer US voice actor,0.8074648623512349,0.27177112553617916,0.20886766909425922,0.2473912946474941,0.22531894767230448,0.4848655879497528,0.2769620420770397,29,0.20833333333333334,118.45833333333333,30.0
Alan Parker English film producer and director,0.7639699046508509,0.22705655559610569,0.14671386252419155,0.2801430671838751,0.24240428228266883,0.4729271641908548,0.17818685596997377,74,0.21311475409836064,98.0327868852459,29.923076923076923
Alan Silvestri American composer,0.8123137742420111,0.18839735676316763,0.13633648326677233,0.23971710625407344,0.18064043783826347,0.5822004761014666,0.11525107976819744,117,0.06363636363636363,92.44545454545455,25.142857142857142
Alanis Morissette Canadian-American singer-songwriter,0.7980353633852891,0.14837939303442774,0.13720020625536455,0.23815050976728722,0.24178734228691096,0.37238424146668087,0.15688239773461315,168,0.23529411764705882,103.44852941176471,31.25
Albany Law School None,0.836428884463906,0.16984743591078935,0.16149351271747636,0.2090911364054806,0.22793151972108558,0.5081998422032311,0.20314252679540357,34,0.25925925925925924,133.77777777777777,37.285714285714285
"Albany county seat of Albany County, New York, USA and New York federated state capital city",0.8729214911709191,0.18571046747427475,0.136454272123315,0.2565285568558661,0.24653939981897086,0.38895573193828265,0.16039534948946785,46,0.4838709677419355,112.58064516129032,41.86666666666667
"Albany county seat of Dougherty County, Georgia, United States",0.8870276448697502,0.17739048414827827,0.12502468692908164,0.1935987327753817,0.2632664650819832,0.41595387413646234,0.12318937588666858,25,0.9230769230769231,108.07692307692308,41.333333333333336
"Albemarle County county in Virginia, United States",0.8578612479474548,0.2762328011842517,0.13371476933284368,0.34450180420563337,0.24661218026593829,0.5180949171384176,0.143656298914112,29,0.3181818181818182,129.1818181818182,41.142857142857146
"Albert Brooks American actor, writer, director and comedian",0.8472137468704974,0.1697377710248003,0.14308085620829714,0.20342600341731062,0.20769762328171237,0.4186740335665251,0.15597206523952276,74,0.37037037037037035,114.68518518518519,25.25
Albert Finney English actor,0.7147716199945696,0.23162196052582634,0.1388267634151835,0.3728410693318324,0.1797486778732166,0.4861819584938613,0.1877898331347544,174,0.07407407407407407,110.18518518518519,25.916666666666668
Albert Lee English guitarist,0.7763624088025468,0.24806971781672763,0.14838874772997482,0.36235381401808503,0.1965728476558841,0.49743345090084606,0.13965292323382472,79,0.12857142857142856,104.0,26.77777777777778
Albert Nobbs 2011 film by Rodrigo García,0.688456224716718,0.22522718626638188,0.1512610061750974,0.3419729981943148,0.19635841835264653,0.354086567958196,0.01991828932632143,79,0.039473684210526314,116.5657894736842,40.0
"Albuquerque city in New Mexico, USA",0.8867865600398633,0.16912127031489266,0.12968741859190477,0.20314113483658308,0.2205134004919787,0.3505954544704694,0.12371145404154736,62,0.2653061224489796,101.36734693877551,41.46153846153846
Aldershot Town F.C. English football club,0.7989232161600583,0.3782353733073581,0.0764774703420131,0.6732117980718613,0.14925629842183585,0.5,0.0,45,0.022727272727272728,118.54545454545455,27.0
Alec Berg American writer,0.7618019919669122,0.25050785985488916,0.1457765282806764,0.2500185861412368,0.21863826080343107,0.5041418721278509,0.17348074011603015,52,0.20930232558139536,107.44186046511628,28.88888888888889
Alex Gibney American film director and producer,0.7908322372578281,0.2368397995532459,0.16591521484696106,0.28143077987552884,0.26215714195657275,0.48337977713881397,0.22094195685323145,52,0.3333333333333333,118.12820512820512,26.53846153846154
Alex Kurtzman American television producer,0.7885090104228545,0.23938410079000486,0.15916351659589606,0.2524757729230547,0.2091589374870891,0.5162320236365,0.1747404508702141,67,0.17543859649122806,99.03508771929825,24.3
Alex Manninger Austrian footballer,0.821401497389151,0.20336116316739208,0.11927002722359871,0.583777389972901,0.17706282094007367,0.2903042683998744,0.18430614205511775,84,0.05,117.3875,31.0
Alex North American composer,0.8279582954312056,0.15615796279347902,0.13201410596662475,0.20474999552266954,0.22579130940098366,0.5318920289476713,0.15603809504264535,48,0.23076923076923078,100.74358974358974,25.444444444444443
Alexander 2004 film by Oliver Stone,0.7376708916875645,0.22072146093189904,0.13603223495950345,0.31896070806037224,0.17839375652966274,0.39564081728458406,0.08655014861765657,84,0.06329113924050633,100.65822784810126,37.0
Alexandre Desplat French composer,0.7946715292838971,0.1675552790860392,0.14345296842279684,0.2535724310079705,0.19943010627206273,0.575897604227066,0.15674988765815656,107,0.049019607843137254,97.73529411764706,24.6
