entity,avg_ttr,triple_train_coherence_mean,triple_train_coherence_std,triple_self_coherence_mean,triple_self_coherence_std,type_self_coherence_mean,type_self_coherence_std,direct_neighbors,type_triple_ratio,avg_triple_length,avg_type_length
63rd Primetime Emmy Awards,0.7320342879417863,0.3102143662807066,0.24479834767272987,0.5763133260368739,0.10670259807836972,0.39882466197013855,0.0,162,0.0125,93.8875,24.0
70th Academy Awards,0.7108484361110412,0.5636188714619143,0.04480571266535405,0.589250722598441,0.11454012673065284,0.5,0.0,84,0.012048192771084338,86.95180722891567,29.0
89th United States Congress,0.8011754449254449,0.0,0.0,0.743963682968665,0.146426665126242,0.5,0.0,72,0.0,120.58333333333333,0.0
A History of Violence,0.7466649132402884,0.27427572799683503,0.16592441910121528,0.35028351657823387,0.2016937293717316,0.47947915820848375,0.191513480964801,78,0.09859154929577464,79.83098591549296,29.142857142857142
A Simple Life,0.6716789550124964,0.3105535743120862,0.18089957367074427,0.42897401279916814,0.21597928476235706,0.5345417767763138,0.2009818631580877,62,0.08771929824561403,77.03508771929825,34.2
A Star Is Born,0.7408349243267421,0.2603878953264286,0.15942577888587336,0.3214953781366779,0.19037234530172567,0.47035606587544465,0.21354506342089916,133,0.10833333333333334,68.275,32.0
A View to a Kill,0.7351335843643536,0.21352027744313934,0.160132380852955,0.3102128059640151,0.1855260949502405,0.32036436001459756,0.1263385073152015,65,0.1016949152542373,67.28813559322033,31.0
A. R. Rahman,0.8247327724984272,0.22402399206865237,0.17325821900492105,0.2719015264798428,0.2219076939273722,0.4249443657314166,0.19119933832427477,155,0.09154929577464789,63.309859154929576,27.384615384615383
AOL,0.8678964884322027,0.13243776984143016,0.11222546874603931,0.3011784053632679,0.22679061097400516,0.33842153496602,0.1506980098316052,42,0.68,86.76,35.705882352941174
AT&T,0.8989564153167094,0.141429209244121,0.13122993590370116,0.259213015767526,0.23587062824742694,0.31274919940957,0.14020387445422525,68,0.44680851063829785,86.53191489361703,32.95238095238095
Aaliyah,0.8686784032609459,0.19687940267497636,0.1462034184050418,0.29956645150048195,0.2300554529565932,0.3886727941307155,0.15438794485487548,93,0.30985915492957744,58.87323943661972,28.545454545454547
Aarhus,0.9166666666666667,0.26331987635542947,0.13818558130776787,0.7336889505386353,0.0,0.3955530097087224,0.12250922013915096,8,3.0,39.5,35.833333333333336
Aaron Sorkin,0.7380967917747859,0.19773269114280642,0.14756626569403003,0.32085024039523197,0.23044672328283441,0.401521711884176,0.17018670964609658,127,0.15454545454545454,80.53636363636363,31.294117647058822
Aaron Staton,0.6327183091621768,0.36864696044127443,0.17346587185772744,0.44066326946355244,0.22071937627751456,0.6151396284500757,0.18241013146585117,67,0.06349206349206349,81.63492063492063,23.5
Abidjan,0.8758928571428571,0.18727834926297268,0.09077879913093724,0.0206423532217741,0.0,0.5271191517512004,0.12755750692167153,8,3.0,45.5,31.333333333333332
Abraham Lincoln,0.8792030018592518,0.12970243286221977,0.1185957424032202,0.2106657174579021,0.2219326500327932,0.3230557328997514,0.12335361150771125,96,0.6842105263157895,83.9298245614035,29.641025641025642
Academy Award for Best Cinematography,0.6598584605465599,0.4859974657067622,0.05200083930171602,0.5454000645143626,0.08392285200941346,0.5,0.0,697,0.0014367816091954023,82.4367816091954,29.0
Academy Award for Best Picture,0.650437375096735,0.2485076972641894,0.23934806700379765,0.5509763968053843,0.07615956427136825,0.3834868371486664,0.0,1122,0.0017857142857142857,82.25178571428572,33.0
Academy of Motion Picture Arts and Sciences,0.8227654368103806,0.24709935810597608,0.18175491748206934,0.38827055922005144,0.276917870420564,0.42388631956595363,0.1868969251087552,89,0.15584415584415584,84.6103896103896,32.166666666666664
Activision Blizzard,0.8186394279479386,0.16873117676303268,0.15231891231091768,0.26634636995327304,0.22964968897615953,0.38577003377888885,0.1848012714323757,47,0.20512820512820512,86.17948717948718,33.125
"Activision Publishing, Inc.",0.8527885931732084,0.14912617606621997,0.14165402682566317,0.2632677781675906,0.283463638178677,0.3405973922747832,0.1475584660920899,39,0.5,83.42307692307692,36.46153846153846
Adam Levine,0.8803864994654469,0.1979429590765799,0.15681247497600423,0.2370687871273,0.21768869716947686,0.36578934685814946,0.16303356653828532,76,0.2459016393442623,58.032786885245905,31.266666666666666
Adam McKay,0.839683007964258,0.1926412029911875,0.14554769686293278,0.2316604550941505,0.20920208400325913,0.3747476795406053,0.16913747973620874,80,0.3793103448275862,62.293103448275865,29.363636363636363
Adam Sandler,0.7561211193760589,0.18437886447584131,0.14060131812691087,0.2672102249500091,0.1876400901120822,0.38019194184192295,0.1610464097151801,262,0.12446351931330472,70.70386266094421,31.689655172413794
Addis Ababa,0.8663816738816739,0.22188121704384683,0.12968270804147056,0.41969881057739256,0.2664170954860754,0.4068936861223645,0.169907698919134,20,1.0,48.4,35.7
Adobe Systems,0.9061672260201672,0.1584690053729138,0.12303860801173473,0.33727785070236266,0.2455429037478911,0.34411848979253395,0.12032240279890327,51,0.5454545454545454,90.45454545454545,36.22222222222222
Adolf Hitler,0.8679724369198054,0.1281002530010255,0.12203165325449965,0.185376861483915,0.2079013338383142,0.33954017172179385,0.14364252017447376,95,0.6666666666666666,68.29824561403508,29.86842105263158
Adolph Zukor,0.7995282495282495,0.20846400285220665,0.15193105009690722,0.26409055057198927,0.2562496201199408,0.3734925682346026,0.12286263053890749,33,0.43478260869565216,67.21739130434783,29.2
Adrian Belew,0.9140654682701079,0.2474725987474037,0.16482965704097186,0.37959708845894274,0.2239555602880598,0.48336048523585,0.13472483484648065,71,0.16393442622950818,60.967213114754095,27.0
Adrian Grenier,0.8385204234841915,0.2250797868742106,0.1584774651680525,0.23375489834668403,0.20943522848530585,0.4412538779633386,0.1887532376569629,54,0.38461538461538464,70.82051282051282,26.6
Adrien Brody,0.7358201194153462,0.23015669404985567,0.15660573606212097,0.3519565974684801,0.2014569256003075,0.4152178612044629,0.15789585798676328,92,0.22666666666666666,80.61333333333333,31.11764705882353
Aerosmith,0.795258137294567,0.2139703697747276,0.16771661974587307,0.4169868982717632,0.25107986083882566,0.3731972315038244,0.17405403471698128,99,0.1927710843373494,81.59036144578313,30.1875
Afghanistan,0.8481884465437097,0.13979997868194005,0.1332185808242888,0.2765024782877452,0.22128999606711933,0.32386154213579754,0.13804003205056536,114,0.37349397590361444,84.93975903614458,33.064516129032256
Africa,0.872484311554079,0.12373453605759875,0.1662402234396475,0.49985478751465173,0.17056989036811426,0.3182116529411253,0.12029750077827608,215,0.08585858585858586,43.494949494949495,28.529411764705884
African National Congress,0.8265760694332123,0.1505782923911913,0.1362340169157309,0.34874782637836266,0.2297322846120172,0.37644164157765253,0.14268455864594015,21,0.6153846153846154,87.84615384615384,27.375
Agatha Christie,0.8768853588866377,0.1513806243902795,0.14330528584353,0.166539673369465,0.21271853361655485,0.3583681649144958,0.17416139850090637,46,0.5862068965517241,60.206896551724135,32.23529411764706
Agra,0.8668723739495798,0.203358554473472,0.12270083741979515,0.3100324674612946,0.24970031779730184,0.48297540062949773,0.13422823229004702,16,0.7777777777777778,57.0,31.714285714285715
Aidan Quinn,0.6879679109898663,0.24806287726304227,0.12991279250851248,0.3410768176086888,0.2170095408199735,0.5290580320925939,0.12864475491170635,71,0.109375,80.09375,29.857142857142858
Air Force One,0.7335734646127905,0.268315758353719,0.1799409824105679,0.34725759676129,0.17311207303385673,0.4357816612436658,0.21794580067010372,89,0.08536585365853659,64.15853658536585,31.857142857142858
Ajay Devgan,0.8611011727290797,0.2325374333647004,0.17613391665580813,0.27631978506538923,0.23225910774809475,0.42841430958155746,0.17961065123164463,43,0.4827586206896552,58.37931034482759,28.285714285714285
Akira Ishida,0.8024020782085298,0.32462866896620163,0.17534895409606005,0.3607698145680703,0.19564108831299237,0.6096350580453873,0.12256799710154541,31,0.19230769230769232,72.92307692307692,21.2
Akira Toriyama,0.8647683397683398,0.18833810194452766,0.12468247879891886,0.2360020932868042,0.24203706508243494,0.3844466660585668,0.14797551623310415,37,0.32142857142857145,52.035714285714285,35.333333333333336
Akiva Schaffer,0.7512018459935127,0.21940776862510367,0.14525017977618188,0.32623198907642065,0.23305284930002615,0.3907336074420634,0.1568079168092426,72,0.3090909090909091,76.36363636363636,27.470588235294116
Akon,0.8621980572532044,0.18723616673906646,0.1430994010519083,0.2619214844083158,0.2219456927338474,0.3503708667729212,0.15452135347626156,80,0.42857142857142855,58.535714285714285,32.458333333333336
Akshay Kumar,0.8345914006628293,0.2464178761988824,0.16471620188155528,0.3416722358710933,0.2197482441439354,0.4311819035145972,0.18855112202009897,28,0.47368421052631576,59.78947368421053,28.444444444444443
Al Franken,0.8074135385813017,0.20265068567281005,0.15128057969977673,0.234538458227348,0.22627568261314698,0.40166500246240977,0.14900572707054205,80,0.3559322033898305,76.61016949152543,34.0
Al Gore Jr.,0.8726057977110608,0.14796637428075438,0.12398896497783185,0.19887251966249303,0.18775969686080185,0.31715853871717836,0.13972178880997607,125,0.524390243902439,79.6829268292683,33.04651162790697
Al Green,0.7987954705908549,0.19593737392638372,0.13834530706114853,0.2990127331625708,0.2395301750756783,0.42661295140929084,0.16808319535701402,67,0.34,77.1,29.58823529411765
Al Pacino,0.7664197783716037,0.2008961840718835,0.1513061215274518,0.3179258659980148,0.22537470200276738,0.39576395910247986,0.1677806151330604,182,0.14465408805031446,85.29559748427673,31.043478260869566
Alain Johannes,0.9241168939085606,0.3294407263106544,0.16480838662064085,0.4033357059490261,0.19062267818191453,0.5455694754918416,0.14724559956788283,72,0.09090909090909091,49.15151515151515,28.666666666666668
Alan Alda,0.7099525292033227,0.21440866049060597,0.13644121264093215,0.3694646718326166,0.2266692781986591,0.4101966785920131,0.1611946319334992,152,0.16923076923076924,93.29230769230769,31.727272727272727
Alan Arkin,0.7079009880329862,0.24416522398855095,0.14736202615896404,0.3575231195499568,0.21497282476855065,0.44847992666406566,0.15725316434749886,163,0.12413793103448276,82.15862068965517,27.555555555555557
Alan Ball,0.7425049446979272,0.24643177347930356,0.17267434997738293,0.32870338191212506,0.24286972943824037,0.4873589085358562,0.2054480348980316,72,0.2,81.28333333333333,26.5
Alan Bates,0.667909343791052,0.1942831970306618,0.15046575745952032,0.41958123353359716,0.20092893540641818,0.41165654867505413,0.14404820638043928,119,0.12264150943396226,82.20754716981132,30.153846153846153
Alan Bennett,0.7503046236917206,0.24132175626578806,0.13360961948983655,0.2920250446839442,0.24798638032539883,0.5434747984011968,0.11583534002583738,62,0.16981132075471697,77.88679245283019,23.22222222222222
Alan Bergman,0.6841220287648859,0.2554615764416622,0.1575948406830684,0.4314414770329834,0.21872121440683123,0.4916306704282761,0.145549867748325,91,0.12345679012345678,87.48148148148148,26.9
Alan J. Pakula,0.7929214739508857,0.2252788560649077,0.168859981825562,0.31617127943665135,0.2556477364335935,0.44801125156156946,0.18364134224658574,55,0.27906976744186046,74.48837209302326,27.416666666666668
Alan Jay Lerner,0.7960780020844956,0.2032014345270715,0.14249860439786954,0.31063060192435804,0.2671549899359124,0.4725800407429536,0.14865732103987525,77,0.26229508196721313,77.1639344262295,27.8125
Alan Mathison Turing,0.8779837503183092,0.15664049925778262,0.1285919292739723,0.2148561221428429,0.2160792491984171,0.35892378708772493,0.11069259219047568,48,0.6551724137931034,65.96551724137932,29.789473684210527
Alan Menken,0.7250087778946691,0.21507739152612293,0.15693918013254418,0.40076512503389117,0.22032223091119701,0.46871010664400165,0.17602076499837727,133,0.11764705882352941,80.21008403361344,27.642857142857142
Alan Moore,0.8340628041209437,0.19683259221479107,0.1340103102126031,0.2428473332129953,0.26144914225824634,0.41001716358096973,0.1445068980094907,86,0.30303030303030304,54.0,29.1
Alan Rickman,0.7141825488390287,0.23514282113520885,0.15084163088550648,0.355314455669194,0.20533194899458587,0.454361650471886,0.1545683621902253,128,0.14285714285714285,84.66071428571429,27.125
Alan Thicke,0.8710729457021488,0.2311980545305312,0.15311354464680224,0.3215590124592131,0.22410067211409845,0.3965191760084085,0.15092619273608335,43,0.7916666666666666,70.29166666666667,29.0
Alan Tudyk,0.7497813620181147,0.240491492031001,0.1707583037702497,0.29188814812374336,0.19898440861590716,0.4712857473641634,0.1757554400671758,64,0.16363636363636364,71.9090909090909,29.555555555555557
Alanis Morissette,0.8225507258070283,0.17128254533037413,0.14401817104859252,0.28324058754889553,0.24027099947774436,0.37238424146668087,0.15688239773461315,168,0.23529411764705882,70.61029411764706,31.25
Albania,0.8508842020977944,0.1618513658484359,0.13617578872593963,0.24556088822587166,0.20052534017550597,0.359271696398313,0.1432145584620307,103,0.410958904109589,81.32876712328768,33.46666666666667
Albanian,0.905787037037037,0.28347832525134203,0.18198833528889682,0.48520996904089336,0.18830416807449613,0.4343588848908742,0.22198826236849437,24,0.14285714285714285,46.23809523809524,31.333333333333332
Albany,0.8825213631854257,0.2236249031775442,0.13896374018748778,0.26391201122180075,0.22392240758064966,0.4084592134482161,0.16615658294072014,64,0.7297297297297297,74.32432432432432,41.629629629629626
Albert Camus,0.879365706591734,0.18783140983724636,0.1347924583984187,0.31931893100165987,0.2782368430631936,0.39128404500938596,0.13151603232508904,73,0.40384615384615385,57.0,29.428571428571427
Albert Einstein,0.8849781043329431,0.14294819689567032,0.11333036441280347,0.20144726244684316,0.1979905185281253,0.3476791591872951,0.13269706694284825,124,0.42528735632183906,62.2183908045977,28.486486486486488
Albert Lee,0.7775449978167774,0.26100161427277185,0.16287245764113345,0.3571232192806406,0.2161000429655699,0.49743345090084606,0.13965292323382472,79,0.12857142857142856,70.74285714285715,26.77777777777778
Alec Baldwin,0.6810174709589286,0.1790263625469243,0.14376804503634516,0.36079848120734276,0.20895813878889058,0.3723780733101812,0.15696406442051225,280,0.08527131782945736,83.82945736434108,33.04545454545455
Alex Kingston,0.6890835386202456,0.23634542667647251,0.16768147062408378,0.3761689942096589,0.22997568597303392,0.4330214030212826,0.1687907720236874,61,0.17307692307692307,79.13461538461539,28.444444444444443
Alex Kurtzman,0.771363296736431,0.268311014365846,0.16471967277142194,0.24782338911911966,0.2083877466445711,0.5162320236365,0.1747404508702141,67,0.17543859649122806,65.10526315789474,24.3
Alexandre Dumas,0.8586452009528932,0.21394329885846342,0.1302990829087819,0.21039423934013676,0.2167289820950893,0.34417974203824997,0.09119748037507096,26,0.18181818181818182,51.72727272727273,36.0
Alexandria,0.8975009448223733,0.2128196181876033,0.14090828249760226,0.22069544303219552,0.2120138148756591,0.44966977060526264,0.18442190732846925,84,0.5555555555555556,65.87037037037037,38.9
Alfred Hitchcock,0.7859581204530054,0.1747213760923017,0.15205967045209665,0.28405571750076986,0.19933674183100236,0.37158964189108123,0.150765103573701,184,0.2185430463576159,57.65562913907285,29.818181818181817
Algeria national football team,0.7251062050086526,0.370378404809162,0.11973453115819423,0.5891366558056985,0.18132996633525708,0.5958409786224366,0.17897020858611012,53,0.10416666666666667,91.60416666666667,45.0
Algiers,0.8414502164502164,0.13724681817822987,0.09845786957505623,0.23184432335741198,0.28983628474875783,0.3309652961435772,0.09526900746811834,16,0.7777777777777778,71.22222222222223,36.42857142857143
Ali Larter,0.8316458659543766,0.20153033813800325,0.15474732240802955,0.24327733782300845,0.21185453554112832,0.402149556020459,0.15075279796931174,47,0.42424242424242425,69.54545454545455,28.142857142857142
Alice in Wonderland,0.7348280210585443,0.21012257394750686,0.15580987129278911,0.3236926492853661,0.17227081307143613,0.4755830543431622,0.21931358607850798,265,0.07723577235772358,68.21544715447155,29.736842105263158
Alicia Keys,0.8053523209392606,0.18437376695720564,0.1382861629604756,0.2782941577720186,0.22192543581702665,0.38503424505156186,0.14723166562537618,227,0.18848167539267016,69.40837696335079,29.444444444444443
Alien vs. Predator,0.7619715625791478,0.19061501113403784,0.1349993919885355,0.3383042350658818,0.18326661612139358,0.33098334074020386,0.0,40,0.05263157894736842,53.18421052631579,34.0
Alison Krauss,0.691048101447261,0.23500150431540565,0.15169318059475895,0.36872330703430484,0.222597455105398,0.5051725241399947,0.17718751125658594,210,0.07692307692307693,77.52820512820513,27.4
All My Children,0.6786953841138976,0.3201281825981655,0.16615891866100976,0.39825649259755086,0.21210733922745556,0.4932305117448171,0.2194655040107524,139,0.02962962962962963,93.11851851851851,29.0
All the King's Men,0.7582205678871501,0.26196127653955836,0.1740494172076572,0.3435793968406625,0.17409402072831015,0.44870377911461723,0.19920007448910085,116,0.08411214953271028,65.6355140186916,28.0
Allan Holdsworth,0.9161944444444444,0.24321038414224475,0.1642435828561954,0.32235964685845436,0.2167669181261444,0.5051065811089107,0.15912879031997057,50,0.16279069767441862,50.906976744186046,24.142857142857142
Allen Iverson,0.8134306216659158,0.16946885421576624,0.13763854405136977,0.3926601134079437,0.22998763900451777,0.3777236740055837,0.16704433155053144,85,0.3076923076923077,87.01538461538462,29.45
Alliance '90/The Greens,0.8651875901875902,0.2709922281958695,0.18578891289599986,0.3421321062459832,0.32156504446220435,0.5051195820172628,0.1946295727763515,11,0.5714285714285714,58.142857142857146,35.0
Alyson Hannigan,0.8138762177365119,0.1734958640109069,0.1308441922792756,0.23658262420002846,0.19838793804935356,0.37063830493785005,0.14846116798980588,68,0.3333333333333333,68.62745098039215,29.941176470588236
Alyson Stoner,0.8361925111925111,0.21203697294946655,0.14571905916373493,0.2368003138285386,0.20756458699656044,0.43605616523159874,0.16703579927541934,54,0.22727272727272727,58.13636363636363,25.1
Alyssa Milano,0.8717919614261077,0.16905174291821243,0.13032374007982744,0.2505233955346562,0.25547967675550015,0.3522970898334797,0.1501183310640642,82,0.4642857142857143,67.60714285714286,31.03846153846154
Alzheimer's disease,0.9467171717171717,0.16881156678173045,0.14832954714625354,0.31302298233597814,0.19465670274253646,0.33582577255687546,0.14801496788401577,66,0.29411764705882354,50.431372549019606,38.0
Amanda Plummer,0.7971717938923821,0.23802632602533644,0.16030972140362346,0.3145979540053792,0.24082031703924708,0.4000533680535025,0.18526312312760776,50,0.21951219512195122,86.6829268292683,30.555555555555557
Amber Benson,0.9171560846560847,0.19520783370873168,0.17757888638797314,0.270329897524789,0.29396527708841425,0.368727778504183,0.14695953187071578,30,0.875,52.8125,28.785714285714285
American Airlines,0.8579206626706626,0.17367258506289462,0.14444303624182717,0.2863013431850094,0.24981638652214228,0.43508397539456684,0.1340984107904607,50,0.21951219512195122,82.90243902439025,30.77777777777778
American Broadcasting Company,0.7171180208680209,0.19855927340688884,0.1664620147129652,0.3293642041163592,0.26433219446911743,0.4021984746495446,0.15797212435702554,160,0.0958904109589041,78.21232876712328,32.642857142857146
American Dad!,0.7449524245049902,0.2986165723955627,0.16970045714889995,0.39710779191633727,0.19714444347219964,0.3846033662557602,0.06164972439660887,47,0.09302325581395349,64.74418604651163,30.5
American English,0.9157115953726123,0.15981589678029526,0.1641423688982516,0.4227531934359769,0.1587011174241092,0.4265921235084534,0.1649697383326257,59,0.11320754716981132,41.54716981132076,32.166666666666664
American Idol,0.7200034570516498,0.237987709349593,0.1471356023149467,0.3404527517278272,0.22417441112766645,0.431413602196809,0.15325307574755687,83,0.16901408450704225,81.19718309859155,31.166666666666668
American International Group,0.8698928176200904,0.1607293077981641,0.15338936769612962,0.26529471047668374,0.24061359545719446,0.28733639468749367,0.12277119825438461,33,0.2222222222222222,87.74074074074075,34.0
American Recordings,0.9661318150448585,0.20464714193459307,0.19794134149694842,0.4085929034310475,0.23953275142670932,0.3664743055899938,0.18618684167103874,23,0.21052631578947367,41.0,30.75
American University of Beirut,0.8651765717942188,0.1988518611593463,0.163164970738578,0.2621947667745796,0.26136163759058023,0.44919744663768346,0.16916562963207338,34,0.4166666666666667,79.41666666666667,39.6
Americas,0.7953931051587301,0.1435312249147418,0.16074062713201456,0.510630363787274,0.1448475121839264,0.4054336667060852,0.14697849032040558,96,0.12941176470588237,41.28235294117647,29.818181818181817
Amrish Puri,0.820979020979021,0.2542094231079778,0.16227386472623673,0.31391280989807385,0.2225288128170171,0.5345446992488134,0.15791246596846947,33,0.2692307692307692,64.88461538461539,30.0
Amtrak,0.839996455326644,0.24379752602142366,0.16758313477881243,0.4256728210983011,0.2696027894863478,0.39253388480706647,0.15766504779836574,53,0.2926829268292683,93.36585365853658,39.083333333333336
Amy Brenneman,0.6780812837955695,0.2244777132411048,0.15954293673691416,0.3550934289489237,0.2222526723676019,0.40916347184351515,0.18245432974340647,70,0.12903225806451613,84.43548387096774,30.0
Amy Nuttall,0.6225976731125473,0.30758529197109835,0.17540653300956557,0.4337459098624995,0.211233177526602,0.5898696571588516,0.12678686095884736,76,0.07042253521126761,80.69014084507042,24.8
Amy Poehler,0.7749355606553748,0.2375064879689568,0.1423017129176631,0.2772693579310155,0.21199989730121707,0.4111071556096985,0.15547773860236516,92,0.29577464788732394,87.8169014084507,31.523809523809526
Amy Smart,0.77373001998002,0.23693711200621692,0.1561464915015072,0.2632593330960786,0.2157328562228969,0.433700649866036,0.14772082460304073,40,0.25,70.3125,31.5
Amy Winehouse,0.8240143619911543,0.1727894058229511,0.14042284177703968,0.273971662558442,0.23001114529873676,0.34820811069388496,0.14716649017238162,128,0.30612244897959184,68.1938775510204,28.733333333333334
An Education,0.7075539602419302,0.3007413632258181,0.1529266814588421,0.3741099256153185,0.19922023141246534,0.5307402849197388,0.19628951428449712,112,0.04672897196261682,85.72897196261682,35.2
Anatole Litvak,0.8521672771672771,0.25701885152885917,0.17124124696609624,0.2646548119645936,0.25225625873630136,0.4679443480239974,0.14933999863079178,28,0.47368421052631576,60.78947368421053,26.555555555555557
Anatomy of a Murder,0.7049580356618173,0.18655556355717576,0.15554965169042517,0.3379301929852316,0.1936773507107508,0.3629063458314964,0.1255831234246833,70,0.12903225806451613,73.66129032258064,28.25
Ancient Greece,0.851984126984127,0.15173334203745154,0.13194944209928594,0.225829669337889,0.26479777710015273,0.3436016278134452,0.12377529487016521,21,0.9090909090909091,54.36363636363637,32.9
Andrea Martin,0.8051630708354672,0.2431473469996001,0.15529683052126111,0.29775325907244077,0.22118302306233126,0.4681676368821751,0.1863489533681201,43,0.3870967741935484,77.12903225806451,26.75
Andrew Jackson,0.8506808217091277,0.13340372211222315,0.13345612190625195,0.2611061210227041,0.24701359575614804,0.3105739451998818,0.13043049983964522,105,0.2962962962962963,94.74074074074075,33.666666666666664
Andrew Stanton,0.7365725563911381,0.26816731968157037,0.17391913793745034,0.33038272826218446,0.21620353655652486,0.5385357534719838,0.22011479249428323,107,0.09183673469387756,69.87755102040816,27.666666666666668
Andrew Stevens,0.8503858024691359,0.2960704783232323,0.18537029137410543,0.2595448038033829,0.2431768184212503,0.6263655566033863,0.159884177161674,36,0.2413793103448276,60.0,21.857142857142858
Andrzej Wajda,0.7934912616152006,0.2715021809119554,0.17170487445413776,0.31179574787940667,0.2660304475232049,0.48381627741314115,0.14351763551443808,31,0.2916666666666667,68.75,30.714285714285715
Andy Dick,0.8845841988699132,0.24443065947393117,0.15072366024034123,0.323094747129399,0.21756749906226086,0.3953546997785908,0.16228338224334235,63,0.75,60.5,29.037037037037038
Andy Harries,0.7020438413261381,0.22419055996638515,0.16337820403868714,0.3599854300792766,0.24224001658337593,0.39920822381973264,0.1292024054518905,55,0.12244897959183673,78.93877551020408,30.333333333333332
Andy Warhol,0.8979461279461279,0.18239043665334714,0.12869239969484764,0.2679596983981378,0.24201763867004916,0.3641494146039506,0.1413061254134455,75,0.875,52.325,30.742857142857144
Angelina Jolie,0.7587206152206555,0.2009922931593539,0.14823300476904394,0.27534379951258453,0.20621923172517248,0.3980325758457184,0.1789546872533022,231,0.10526315789473684,82.83253588516746,26.954545454545453
Angels & Demons,0.7696017369219984,0.20766927831634682,0.1719751077350999,0.38355988558133136,0.1709295108996302,0.3691673517227173,0.09897261270573116,81,0.06578947368421052,54.43421052631579,31.2
Anglicanism,0.9476855388620095,0.22879882832677004,0.16575045202293306,0.42233903444510823,0.1462149531992931,0.40089255571365356,0.08070912421165058,51,0.0851063829787234,43.38297872340426,26.75
Anguilla,0.8783837047725938,0.16776368881244072,0.1398367985157642,0.3293011726103335,0.24262272884369124,0.3468822258214156,0.1368648859447125,54,0.6363636363636364,80.45454545454545,31.714285714285715
Anhui,0.891504329004329,0.3236521157925017,0.2196549558374162,0.46001686768399347,0.2871458869693775,0.4529196434550815,0.1906898198270365,20,1.0,70.3,39.6
